snapshot_date,underlying,call_volume,put_volume,total_volume,call_share,put_share,put_call_ratio,contracts_seen
2026-06-05,US.ORCL,100587,49135,149722,0.6718,0.3282,0.4885,200
2026-06-05,US.PANW,11112,7378,18490,0.601,0.399,0.664,200
2026-06-05,US.PDD,19357,33026,52383,0.3695,0.6305,1.7062,200
2026-06-05,US.PLTR,179017,78522,257539,0.6951,0.3049,0.4386,200
2026-06-05,US.QCOM,40263,37231,77494,0.5196,0.4804,0.9247,200
2026-06-05,US.QQQ,978043,1125177,2103220,0.465,0.535,1.1504,200
2026-06-05,US.RBRK,21024,2492,23516,0.894,0.106,0.1185,200
2026-06-05,US.RDDT,29325,8953,38278,0.7661,0.2339,0.3053,200
2026-06-05,US.RXRX,18498,3911,22409,0.8255,0.1745,0.2114,200
2026-06-05,US.SAP,3170,1444,4614,0.687,0.313,0.4555,200
2026-06-05,US.SBET,14405,14022,28427,0.5067,0.4933,0.9734,200
2026-06-05,US.SCO,1891,4597,6488,0.2915,0.7085,2.431,200
2026-06-05,US.SMCI,140692,47439,188131,0.7478,0.2522,0.3372,200
2026-06-05,US.SNOW,28516,11916,40432,0.7053,0.2947,0.4179,200
2026-06-05,US.SOFI,227135,69689,296824,0.7652,0.2348,0.3068,200
2026-06-05,US.SOUN,52488,13643,66131,0.7937,0.2063,0.2599,200
2026-06-05,US.SOXL,41297,43611,84908,0.4864,0.5136,1.056,200
2026-06-05,US.SOXS,332093,47486,379579,0.8749,0.1251,0.143,200
2026-06-05,US.SPY,1006527,2245511,3252038,0.3095,0.6905,2.2309,200
2026-06-05,US.SQQQ,127896,11161,139057,0.9197,0.0803,0.0873,200
2026-06-05,US.SVIX,5501,7145,12646,0.435,0.565,1.2989,200
2026-06-05,US.TEAM,4414,2624,7038,0.6272,0.3728,0.5945,200
2026-06-05,US.TIGR,2717,1014,3731,0.7282,0.2718,0.3732,200
2026-06-05,US.TMF,17186,4707,21893,0.785,0.215,0.2739,200
2026-06-05,US.TNA,9036,14058,23094,0.3913,0.6087,1.5558,200
2026-06-05,US.TSLA,501207,306471,807678,0.6206,0.3794,0.6115,200
2026-06-05,US.TSM,84635,46767,131402,0.6441,0.3559,0.5526,200
2026-06-05,US.TWLO,6617,2730,9347,0.7079,0.2921,0.4126,200
2026-06-05,US.UPST,7811,6213,14024,0.557,0.443,0.7954,200
2026-06-05,US.UVXY,37961,8267,46228,0.8212,0.1788,0.2178,200
2026-06-05,US.VEEV,3865,759,4624,0.8359,0.1641,0.1964,200
2026-06-05,US.VST,11015,8348,19363,0.5689,0.4311,0.7579,200
2026-06-05,US.WDAY,3194,3388,6582,0.4853,0.5147,1.0607,200
2026-06-05,US.XOM,17017,11101,28118,0.6052,0.3948,0.6523,200
2026-06-05,US.YINN,4426,4217,8643,0.5121,0.4879,0.9528,200
2026-06-08,US.AAPL,299801,116054,415855,0.7209,0.2791,0.3871,200
2026-06-08,US.CRWV,41912,14449,56361,0.7436,0.2564,0.3447,200
2026-06-08,US.GFS,2074,1041,3115,0.6658,0.3342,0.5019,200
2026-06-08,US.HOOD,79082,20399,99481,0.7949,0.2051,0.2579,200
2026-06-08,US.INTC,224101,53824,277925,0.8063,0.1937,0.2402,200
2026-06-08,US.NBIS,24990,8622,33612,0.7435,0.2565,0.345,200
2026-06-08,US.NOK,284855,15382,300237,0.9488,0.0512,0.054,200
2026-06-08,US.QCOM,13699,6012,19711,0.695,0.305,0.4389,200
2026-06-08,US.RDDT,15147,3161,18308,0.8273,0.1727,0.2087,200
2026-06-08,US.SMCI,54585,8543,63128,0.8647,0.1353,0.1565,200
2026-06-08,US.ADSK,4146,150,4296,0.9651,0.0349,0.0362,200
2026-06-08,US.AEHR,2247,1025,3272,0.6867,0.3133,0.4562,200
2026-06-08,US.AMD,49180,40198,89378,0.5502,0.4498,0.8174,200
2026-06-08,US.AMZN,140014,72734,212748,0.6581,0.3419,0.5195,200
2026-06-08,US.APLD,25815,8410,34225,0.7543,0.2457,0.3258,200
2026-06-08,US.ASML,10055,1312,11367,0.8846,0.1154,0.1305,200
2026-06-08,US.ASX,763,216,979,0.7794,0.2206,0.2831,200
2026-06-08,US.AVGO,68344,37239,105583,0.6473,0.3527,0.5449,200
2026-06-08,US.BABA,31645,13714,45359,0.6977,0.3023,0.4334,200
2026-06-08,US.BBAI,43444,6414,49858,0.8714,0.1286,0.1476,200
2026-06-08,US.BMNR,60062,16480,76542,0.7847,0.2153,0.2744,200
2026-06-08,US.CBRS,22010,3445,25455,0.8647,0.1353,0.1565,200
2026-06-08,US.COHR,6164,3073,9237,0.6673,0.3327,0.4985,200
2026-06-08,US.COIN,66252,10925,77177,0.8584,0.1416,0.1649,200
2026-06-08,US.CRCL,18606,12317,30923,0.6017,0.3983,0.662,200
2026-06-08,US.CRM,23377,11841,35218,0.6638,0.3362,0.5065,200
2026-06-08,US.CRWD,4915,2902,7817,0.6288,0.3712,0.5904,200
2026-06-08,US.CVX,9951,3548,13499,0.7372,0.2628,0.3565,200
2026-06-08,US.DDOG,11899,3430,15329,0.7762,0.2238,0.2883,200
2026-06-08,US.DELL,14991,9270,24261,0.6179,0.3821,0.6184,200
2026-06-08,US.DJT,5689,2985,8674,0.6559,0.3441,0.5247,200
2026-06-08,US.DUOL,5575,1602,7177,0.7768,0.2232,0.2874,200
2026-06-08,US.EWT,1624,399,2023,0.8028,0.1972,0.2457,200
2026-06-08,US.FCX,10261,9682,19943,0.5145,0.4855,0.9436,200
2026-06-08,US.FUTU,1881,2882,4763,0.3949,0.6051,1.5322,200
2026-06-08,US.GDS,10969,60,11029,0.9946,0.0054,0.0055,200
2026-06-08,US.GEMI,955,616,1571,0.6079,0.3921,0.645,200
2026-06-08,US.GEV,1635,2147,3782,0.4323,0.5677,1.3131,200
2026-06-08,US.GOOGL,124356,61674,186030,0.6685,0.3315,0.4959,200
2026-06-08,US.HPE,19941,3838,23779,0.8386,0.1614,0.1925,200
2026-06-08,US.IBIT,151116,143875,294991,0.5123,0.4877,0.9521,200
2026-06-08,US.IBM,14632,3202,17834,0.8205,0.1795,0.2188,200
2026-06-08,US.IGV,15189,3139,18328,0.8287,0.1713,0.2067,200
2026-06-08,US.INTU,4443,1747,6190,0.7178,0.2822,0.3932,200
2026-06-08,US.IREN,97301,40454,137755,0.7063,0.2937,0.4158,200
2026-06-08,US.IWM,351698,547216,898914,0.3912,0.6088,1.5559,200
2026-06-08,US.JD,3364,2260,5624,0.5982,0.4018,0.6718,200
2026-06-08,US.LI,1549,509,2058,0.7527,0.2473,0.3286,200
2026-06-08,US.LITE,6314,2861,9175,0.6882,0.3118,0.4531,200
2026-06-08,US.MARA,50018,29927,79945,0.6257,0.3743,0.5983,200
2026-06-08,US.MDB,1837,1578,3415,0.5379,0.4621,0.859,200
2026-06-08,US.META,112833,76983,189816,0.5944,0.4056,0.6823,200
2026-06-08,US.MP,8003,5105,13108,0.6105,0.3895,0.6379,200
2026-06-08,US.MRNA,6751,2820,9571,0.7054,0.2946,0.4177,200
2026-06-08,US.MRVL,156088,24998,181086,0.862,0.138,0.1602,200
2026-06-08,US.MSFT,121343,69870,191213,0.6346,0.3654,0.5758,200
2026-06-08,US.MSTR,147327,51864,199191,0.7396,0.2604,0.352,200
2026-06-08,US.NET,5109,1322,6431,0.7944,0.2056,0.2588,200
2026-06-08,US.NOW,34678,5084,39762,0.8721,0.1279,0.1466,200
2026-06-08,US.NVDA,876752,499463,1376215,0.6371,0.3629,0.5697,200
2026-06-08,US.OKLO,18838,6774,25612,0.7355,0.2645,0.3596,200
2026-06-08,US.OPEN,34323,5586,39909,0.86,0.14,0.1627,200
2026-06-08,US.ORCL,54828,22957,77785,0.7049,0.2951,0.4187,200
2026-06-08,US.PANW,6024,3053,9077,0.6637,0.3363,0.5068,200
2026-06-08,US.PDD,14229,11785,26014,0.547,0.453,0.8282,200
2026-06-08,US.PLTR,93863,38429,132292,0.7095,0.2905,0.4094,200
2026-06-08,US.QQQ,1623044,1299993,2923037,0.5553,0.4447,0.801,200
2026-06-08,US.RBRK,10777,1033,11810,0.9125,0.0875,0.0959,200
2026-06-08,US.RXRX,4206,1178,5384,0.7812,0.2188,0.2801,200
2026-06-08,US.SAP,935,927,1862,0.5021,0.4979,0.9914,200
2026-06-08,US.SBET,5144,4112,9256,0.5557,0.4443,0.7994,200
2026-06-08,US.SCO,1679,771,2450,0.6853,0.3147,0.4592,200
2026-06-08,US.SNOW,11818,3325,15143,0.7804,0.2196,0.2814,200
2026-06-08,US.SOFI,122932,31939,154871,0.7938,0.2062,0.2598,200
2026-06-08,US.SOUN,22067,4595,26662,0.8277,0.1723,0.2082,200
2026-06-08,US.SOXL,30894,24494,55388,0.5578,0.4422,0.7928,200
2026-06-08,US.SOXS,146322,40652,186974,0.7826,0.2174,0.2778,200
2026-06-08,US.SPY,2378800,2280272,4659072,0.5106,0.4894,0.9586,200
2026-06-08,US.SQQQ,47832,13303,61135,0.7824,0.2176,0.2781,200
2026-06-08,US.SVIX,1596,1175,2771,0.576,0.424,0.7362,200
2026-06-08,US.TEAM,2113,739,2852,0.7409,0.2591,0.3497,200
2026-06-08,US.TIGR,3382,1105,4487,0.7537,0.2463,0.3267,200
2026-06-08,US.TMF,2391,1729,4120,0.5803,0.4197,0.7231,200
2026-06-08,US.TNA,6679,4949,11628,0.5744,0.4256,0.741,200
2026-06-08,US.TSLA,766417,464915,1231332,0.6224,0.3776,0.6066,200
2026-06-08,US.TSM,35323,15835,51158,0.6905,0.3095,0.4483,200
2026-06-08,US.TWLO,4421,793,5214,0.8479,0.1521,0.1794,200
2026-06-08,US.UPST,6342,1450,7792,0.8139,0.1861,0.2286,200
2026-06-08,US.UVXY,10017,3623,13640,0.7344,0.2656,0.3617,200
2026-06-08,US.VEEV,1101,744,1845,0.5967,0.4033,0.6757,200
2026-06-08,US.VST,6189,15915,22104,0.28,0.72,2.5715,200
2026-06-08,US.WDAY,1076,797,1873,0.5745,0.4255,0.7407,200
2026-06-08,US.XOM,18112,6611,24723,0.7326,0.2674,0.365,200
2026-06-08,US.YINN,1870,1026,2896,0.6457,0.3543,0.5487,200
