snapshot_date,underlying,option_code,option_type,strike,volume,turnover,open_interest,implied_volatility,premium
2026-06-02,US.AAPL,US.AAPL260603C315000,CALL,315.0,77992,8351818.0,10700,0.40932,174.0
2026-06-02,US.AAPL,US.AAPL260603C310000,CALL,310.0,62274,12737554.0,6498,0.47248,552.5
2026-06-02,US.AAPL,US.AAPL260603C312500,CALL,312.5,53524,8303146.0,4990,0.42382,337.5
2026-06-02,US.AAPL,US.AAPL260603C320000,CALL,320.0,41715,1181830.0,14802,0.44391,32.5
2026-06-02,US.AAPL,US.AAPL260605C320000,CALL,320.0,40112,3740027.0,34370,0.29927,125.5
2026-06-02,US.AAPL,US.AAPL260603C317500,CALL,317.5,31511,1824021.0,5448,0.41738,77.0
2026-06-02,US.AAPL,US.AAPL260603P310000,PUT,310.0,29578,2876694.0,9452,0.44128,25.0
2026-06-02,US.AAPL,US.AAPL260605C315000,CALL,315.0,28724,6867585.0,31899,0.29991,317.5
2026-06-02,US.AAPL,US.AAPL260605C317500,CALL,317.5,27872,4497329.0,10441,0.29748,204.0
2026-06-02,US.AAPL,US.AAPL260603P312500,PUT,312.5,27400,3659774.0,5476,0.4118,62.5
2026-06-02,US.ADSK,US.ADSK260605C262500,CALL,262.5,308,27940.0,306,0.76715,30.0
2026-06-02,US.ADSK,US.ADSK260605C257500,CALL,257.5,300,39220.0,310,0.78835,67.5
2026-06-02,US.ADSK,US.ADSK260918C250000,CALL,250.0,261,572473.0,324,0.46957,1955.0
2026-06-02,US.ADSK,US.ADSK260918C300000,CALL,300.0,250,200000.0,912,0.47005,690.0
2026-06-02,US.ADSK,US.ADSK260702P170000,PUT,170.0,177,15644.0,111,0.69242,72.0
2026-06-02,US.ADSK,US.ADSK260605P232500,PUT,232.5,142,41511.0,119,0.64633,305.0
2026-06-02,US.ADSK,US.ADSK260626P170000,PUT,170.0,131,8908.0,131,0.76666,68.0
2026-06-02,US.ADSK,US.ADSK260605P220000,PUT,220.0,121,5353.0,397,0.68001,52.5
2026-06-02,US.ADSK,US.ADSK260702P220000,PUT,220.0,109,48230.0,116,0.45908,515.0
2026-06-02,US.ADSK,US.ADSK260605P230000,PUT,230.0,106,23389.0,231,0.64883,222.5
2026-06-02,US.AMD,US.AMD260605C515000,CALL,515.0,8044,12613436.0,2585,0.93247,1907.5
2026-06-02,US.AMD,US.AMD260605C520000,CALL,520.0,7535,10028165.0,5180,0.9347,1647.5
2026-06-02,US.AMD,US.AMD260605C550000,CALL,550.0,7288,3503435.0,5606,0.95671,602.5
2026-06-02,US.AMD,US.AMD260717C510000,CALL,510.0,6319,32908305.0,6532,0.70948,5785.0
2026-06-02,US.AMD,US.AMD260612C515000,CALL,515.0,6276,16233808.0,3482,0.76499,2897.5
2026-06-02,US.AMD,US.AMD260605C600000,CALL,600.0,4758,349365.0,5812,1.0254,85.5
2026-06-02,US.AMD,US.AMD260605C510000,CALL,510.0,3912,6768927.0,1727,0.94242,2212.5
2026-06-02,US.AMD,US.AMD260605P500000,PUT,500.0,3681,4010697.0,9039,0.93493,687.5
2026-06-02,US.AMD,US.AMD260605C500000,CALL,500.0,3443,7939942.0,3807,0.92725,2842.5
2026-06-02,US.AMD,US.AMD260605P450000,PUT,450.0,3152,364236.0,6339,1.08111,77.5
2026-06-02,US.AMZN,US.AMZN260603C260000,CALL,260.0,29695,4510298.0,5807,0.60089,69.5
2026-06-02,US.AMZN,US.AMZN260717C290000,CALL,290.0,29656,9362634.0,62197,0.33879,267.0
2026-06-02,US.AMZN,US.AMZN260603C257500,CALL,257.5,20863,4656189.0,2567,0.58225,144.5
2026-06-02,US.AMZN,US.AMZN260603C262500,CALL,262.5,18900,1710466.0,6228,0.63321,32.5
2026-06-02,US.AMZN,US.AMZN260603C265000,CALL,265.0,14328,741994.0,5159,0.67863,16.0
2026-06-02,US.AMZN,US.AMZN260605C270000,CALL,270.0,12953,911585.0,10418,0.46113,38.0
2026-06-02,US.AMZN,US.AMZN260603P257500,PUT,257.5,11562,2266839.0,3310,0.57888,240.5
2026-06-02,US.AMZN,US.AMZN260605C275000,CALL,275.0,10533,296351.0,18699,0.4999,18.5
2026-06-02,US.AMZN,US.AMZN260605C265000,CALL,265.0,9921,1439822.0,10839,0.43119,86.0
2026-06-02,US.AMZN,US.AMZN260605C260000,CALL,260.0,9862,2723991.0,3478,0.41702,201.5
2026-06-02,US.APLD,US.APLD260605C52000,CALL,52.0,5385,547109.0,4742,1.3231,66.5
2026-06-02,US.APLD,US.APLD260717C70000,CALL,70.0,4719,1019466.0,3230,1.09278,186.0
2026-06-02,US.APLD,US.APLD260605C50000,CALL,50.0,2116,376324.0,3044,1.29889,115.0
2026-06-02,US.APLD,US.APLD260717C50000,CALL,50.0,1720,1100134.0,3915,1.02047,597.5
2026-06-02,US.APLD,US.APLD260618C60000,CALL,60.0,1606,195837.0,11198,1.1195,106.5
2026-06-02,US.APLD,US.APLD260612C52000,CALL,52.0,1363,363021.0,731,1.13161,192.0
2026-06-02,US.APLD,US.APLD260605C55000,CALL,55.0,1308,72470.0,2657,1.3821,29.0
2026-06-02,US.APLD,US.APLD260618C52000,CALL,52.0,1178,401987.0,1047,1.08822,269.5
2026-06-02,US.APLD,US.APLD260605P45000,PUT,45.0,839,69055.0,2018,1.31532,85.0
2026-06-02,US.APLD,US.APLD260605C53000,CALL,53.0,827,74731.0,2231,1.34655,51.0
2026-06-02,US.ASML,US.ASML260605C1900000,CALL,1900.0,1421,238086.0,1002,0.74277,152.5
2026-06-02,US.ASML,US.ASML260605C1685000,CALL,1685.0,689,2514415.0,319,0.69263,4900.0
2026-06-02,US.ASML,US.ASML260821C1700000,CALL,1700.0,686,11348703.0,864,0.541,17980.0
2026-06-02,US.ASML,US.ASML260821C1560000,CALL,1560.0,680,16026419.0,335,0.53879,25335.0
2026-06-02,US.ASML,US.ASML260717P1600000,PUT,1600.0,671,5887852.0,773,0.55205,7825.0
2026-06-02,US.ASML,US.ASML260605C1800000,CALL,1800.0,513,384505.0,562,0.69654,885.0
2026-06-02,US.ASML,US.ASML260717C2160000,CALL,2160.0,506,1068565.0,280,0.56537,2215.0
2026-06-02,US.ASML,US.ASML260717C2400000,CALL,2400.0,504,404688.0,508,0.5787,795.0
2026-06-02,US.ASML,US.ASML260605P1350000,PUT,1350.0,440,3659.0,639,1.22722,45.0
2026-06-02,US.ASML,US.ASML260612C2000000,CALL,2000.0,405,151935.0,523,0.60736,390.0
2026-06-02,US.ASX,US.ASX260618C47500,CALL,47.5,1619,82408.0,7238,0.90809,65.0
2026-06-02,US.ASX,US.ASX260618C45000,CALL,45.0,1119,91335.0,2171,0.8617,95.0
2026-06-02,US.ASX,US.ASX260618C40000,CALL,40.0,1021,220178.0,2061,0.81868,232.5
2026-06-02,US.ASX,US.ASX260618C35000,CALL,35.0,915,463293.0,3442,0.79255,515.0
2026-06-02,US.ASX,US.ASX260618P32500,PUT,32.5,664,39710.0,771,0.86054,45.0
2026-06-02,US.ASX,US.ASX260717C40000,CALL,40.0,612,236493.0,1137,0.77064,395.0
2026-06-02,US.ASX,US.ASX260618C37500,CALL,37.5,329,105844.0,10965,0.84292,365.0
2026-06-02,US.ASX,US.ASX260618C42500,CALL,42.5,315,41493.0,10907,0.85738,155.0
2026-06-02,US.ASX,US.ASX260618C30000,CALL,30.0,262,215625.0,2788,0.0,925.0
2026-06-02,US.ASX,US.ASX260618P37500,PUT,37.5,167,32768.0,194,0.82342,177.5
2026-06-02,US.AVGO,US.AVGO260605C500000,CALL,500.0,16266,23511736.0,11252,1.43696,1465.0
2026-06-02,US.AVGO,US.AVGO260605C420000,CALL,420.0,13156,82755608.0,6727,1.31704,6387.5
2026-06-02,US.AVGO,US.AVGO260605C600000,CALL,600.0,7792,1376441.0,5755,1.75183,194.5
2026-06-02,US.AVGO,US.AVGO260618C500000,CALL,500.0,6980,14875532.0,10950,0.74834,2200.0
2026-06-02,US.AVGO,US.AVGO260605C480000,CALL,480.0,6474,14047779.0,4522,1.39929,2245.0
2026-06-02,US.AVGO,US.AVGO260918C490000,CALL,490.0,5473,33421860.0,6660,0.5863,5945.0
2026-06-02,US.AVGO,US.AVGO260605C485000,CALL,485.0,5408,11041039.0,2172,1.41108,2027.5
2026-06-02,US.AVGO,US.AVGO260605C550000,CALL,550.0,5305,2656139.0,5635,1.56731,490.0
2026-06-02,US.AVGO,US.AVGO260918C540000,CALL,540.0,5196,22658419.0,5596,0.59886,4247.5
2026-06-02,US.AVGO,US.AVGO260605P460000,PUT,460.0,4327,5195118.0,3229,1.32869,1107.5
2026-06-02,US.BABA,US.BABA260605C140000,CALL,140.0,12015,837991.0,6639,0.67137,37.0
2026-06-02,US.BABA,US.BABA260618C135000,CALL,135.0,11633,4147936.0,16091,0.419,284.0
2026-06-02,US.BABA,US.BABA270115C150000,CALL,150.0,6412,8288336.0,21474,0.44647,1245.0
2026-06-02,US.BABA,US.BABA260605C135000,CALL,135.0,6048,861378.0,5470,0.59161,97.5
2026-06-02,US.BABA,US.BABA270115C200000,CALL,200.0,5848,2836232.0,17734,0.48053,442.5
2026-06-02,US.BABA,US.BABA260605C130000,CALL,130.0,4146,1479802.0,4135,0.55984,279.5
2026-06-02,US.BABA,US.BABA260618C140000,CALL,140.0,4052,843031.0,32458,0.44829,171.5
2026-06-02,US.BABA,US.BABA260618C130000,CALL,130.0,3410,1849498.0,16351,0.39814,477.5
2026-06-02,US.BABA,US.BABA260717C130000,CALL,130.0,3403,2911140.0,11690,0.39986,795.0
2026-06-02,US.BABA,US.BABA260717C140000,CALL,140.0,3380,1571324.0,19229,0.42113,435.0
2026-06-02,US.BMNR,US.BMNR260618C25000,CALL,25.0,9350,80731.0,24902,0.96675,8.5
2026-06-02,US.BMNR,US.BMNR260605C18000,CALL,18.0,9043,452942.0,4051,0.95707,54.0
2026-06-02,US.BMNR,US.BMNR260605C19000,CALL,19.0,6050,125086.0,12612,0.96464,20.0
2026-06-02,US.BMNR,US.BMNR260605C18500,CALL,18.5,4950,172507.0,4453,0.94535,33.0
2026-06-02,US.BMNR,US.BMNR260717C21000,CALL,21.0,4850,466687.0,4984,0.82176,104.5
2026-06-02,US.BMNR,US.BMNR260605P17500,PUT,17.5,4012,167836.0,5089,0.97472,35.0
2026-06-02,US.BMNR,US.BMNR260605C20000,CALL,20.0,3897,34043.0,10460,0.99729,6.5
2026-06-02,US.BMNR,US.BMNR260605P16000,PUT,16.0,3663,32081.0,18070,1.09388,6.5
2026-06-02,US.BMNR,US.BMNR260605C21000,CALL,21.0,3098,16254.0,8876,1.15326,3.5
2026-06-02,US.BMNR,US.BMNR260605C19500,CALL,19.5,2871,44103.0,8652,0.9924,12.0
2026-06-02,US.CBRS,US.CBRS260710C255000,CALL,255.0,1220,2751490.0,21,1.0073,2340.0
2026-06-02,US.CBRS,US.CBRS260605C250000,CALL,250.0,1191,478544.0,347,1.37746,535.0
2026-06-02,US.CBRS,US.CBRS260605C225000,CALL,225.0,825,969712.0,84,1.2693,1630.0
2026-06-02,US.CBRS,US.CBRS260710C245000,CALL,245.0,711,1532402.0,14,0.99481,2675.0
2026-06-02,US.CBRS,US.CBRS260605C240000,CALL,240.0,675,437328.0,195,1.31637,845.0
2026-06-02,US.CBRS,US.CBRS260605C230000,CALL,230.0,656,669732.0,396,1.27597,1320.0
2026-06-02,US.CBRS,US.CBRS260605C400000,CALL,400.0,644,6319.0,766,2.53583,10.0
2026-06-02,US.CBRS,US.CBRS260702C400000,CALL,400.0,529,154918.0,519,1.2918,385.0
2026-06-02,US.CBRS,US.CBRS260605C255000,CALL,255.0,495,158645.0,453,1.40957,425.0
2026-06-02,US.CBRS,US.CBRS260626C400000,CALL,400.0,464,104428.0,465,1.36239,295.0
2026-06-02,US.COHR,US.COHR260612P250000,PUT,250.0,1946,39189.0,2048,1.37387,17.5
2026-06-02,US.COHR,US.COHR260717C350000,CALL,350.0,1910,14784555.0,2469,0.9845,10090.0
2026-06-02,US.COHR,US.COHR260618P350000,PUT,350.0,1275,1311470.0,1001,1.11915,935.0
2026-06-02,US.COHR,US.COHR260605C450000,CALL,450.0,1131,1303682.0,627,1.42771,1065.0
2026-06-02,US.COHR,US.COHR260605P320000,PUT,320.0,1119,40281.0,1434,1.80528,47.5
2026-06-02,US.COHR,US.COHR260618C430000,CALL,430.0,1053,3706590.0,1120,1.02234,3455.0
2026-06-02,US.COHR,US.COHR260605P345000,PUT,345.0,932,145891.0,1017,1.70778,137.5
2026-06-02,US.COHR,US.COHR260717C370000,CALL,370.0,809,7260628.0,1493,0.95292,8675.0
2026-06-02,US.COHR,US.COHR260717C440000,CALL,440.0,795,4403311.0,808,0.94368,5110.0
2026-06-02,US.COHR,US.COHR260605C420000,CALL,420.0,773,1217528.0,535,1.51674,2430.0
2026-06-02,US.COIN,US.COIN260605C180000,CALL,180.0,5382,1693979.0,12832,0.88807,261.5
2026-06-02,US.COIN,US.COIN260612P160000,PUT,160.0,4531,1444519.0,4357,0.72691,264.5
2026-06-02,US.COIN,US.COIN260605C190000,CALL,190.0,4072,458065.0,9003,0.95081,87.0
2026-06-02,US.COIN,US.COIN260605P170000,PUT,170.0,3176,1008123.0,2808,0.86095,301.0
2026-06-02,US.COIN,US.COIN260605C175000,CALL,175.0,2798,1377722.0,2899,0.8778,445.0
2026-06-02,US.COIN,US.COIN260605C185000,CALL,185.0,2687,508431.0,4573,0.9169,151.5
2026-06-02,US.COIN,US.COIN260605C200000,CALL,200.0,2556,113590.0,4023,1.04069,31.5
2026-06-02,US.COIN,US.COIN260605P165000,PUT,165.0,2520,473837.0,2895,0.87046,153.0
2026-06-02,US.COIN,US.COIN260618C200000,CALL,200.0,2439,747799.0,6588,0.75682,297.0
2026-06-02,US.COIN,US.COIN260605C177500,CALL,177.5,2285,863760.0,1678,0.88477,345.0
2026-06-02,US.CRCL,US.CRCL260605C118000,CALL,118.0,4716,233321.0,4809,1.28151,31.5
2026-06-02,US.CRCL,US.CRCL260605C105000,CALL,105.0,3617,983775.0,1864,1.15561,210.5
2026-06-02,US.CRCL,US.CRCL260605C120000,CALL,120.0,2707,71376.0,4044,1.31384,24.5
2026-06-02,US.CRCL,US.CRCL260605C110000,CALL,110.0,2684,296325.0,2081,1.20528,104.0
2026-06-02,US.CRCL,US.CRCL260618C150000,CALL,150.0,2633,110238.0,13249,1.08863,42.0
2026-06-02,US.CRCL,US.CRCL260605P95000,PUT,95.0,2313,352006.0,1913,1.10153,129.0
2026-06-02,US.CRCL,US.CRCL260605C104000,CALL,104.0,1928,519116.0,577,1.16041,245.5
2026-06-02,US.CRCL,US.CRCL260605P100000,PUT,100.0,1766,603402.0,3718,1.09142,310.0
2026-06-02,US.CRCL,US.CRCL260717C150000,CALL,150.0,1501,356088.0,2651,0.94171,226.0
2026-06-02,US.CRCL,US.CRCL260618C120000,CALL,120.0,1228,282240.0,7972,0.9559,224.5
2026-06-02,US.CRM,US.CRM260618C220000,CALL,220.0,7671,1978418.0,16770,0.53528,269.5
2026-06-02,US.CRM,US.CRM260605C210000,CALL,210.0,5344,819842.0,5029,0.72396,154.0
2026-06-02,US.CRM,US.CRM260605C220000,CALL,220.0,4515,188799.0,17920,0.788,45.5
2026-06-02,US.CRM,US.CRM260717C270000,CALL,270.0,4158,495618.0,11234,0.55019,124.5
2026-06-02,US.CRM,US.CRM260821P165000,PUT,165.0,4125,1676129.0,4569,0.46938,375.0
2026-06-02,US.CRM,US.CRM260605P190000,PUT,190.0,3187,353973.0,2784,0.69288,91.0
2026-06-02,US.CRM,US.CRM260717C250000,CALL,250.0,2803,562558.0,4208,0.51199,222.5
2026-06-02,US.CRM,US.CRM260605P192500,PUT,192.5,2209,416267.0,877,0.68904,138.5
2026-06-02,US.CRM,US.CRM260918C320000,CALL,320.0,2199,395314.0,2099,0.54385,196.0
2026-06-02,US.CRM,US.CRM260618C200000,CALL,200.0,2180,1631646.0,17877,0.5028,882.5
2026-06-02,US.CRWD,US.CRWD260618P300000,PUT,300.0,1431,15836.0,2314,1.58625,8.5
2026-06-02,US.CRWD,US.CRWD260605C800000,CALL,800.0,1065,2475577.0,1084,1.59489,2660.0
2026-06-02,US.CRWD,US.CRWD260618P310000,PUT,310.0,990,10203.0,1466,1.47531,5.5
2026-06-02,US.CRWD,US.CRWD260618P280000,PUT,280.0,839,9938.0,930,1.70593,9.0
2026-06-02,US.CRWD,US.CRWD260605P600000,PUT,600.0,815,110337.0,1014,1.71773,135.5
2026-06-02,US.CRWD,US.CRWD260618P230000,PUT,230.0,806,10572.0,571,1.93826,5.5
2026-06-02,US.CRWD,US.CRWD260605C950000,CALL,950.0,697,236817.0,1259,1.78199,382.5
2026-06-02,US.CRWD,US.CRWD260605P360000,PUT,360.0,621,7507.0,218,3.34285,10.0
2026-06-02,US.CRWD,US.CRWD260821P800000,PUT,800.0,600,6701406.0,621,0.62067,10322.5
2026-06-02,US.CRWD,US.CRWD260605C900000,CALL,900.0,584,377002.0,1069,1.70776,720.0
2026-06-02,US.CRWV,US.CRWV260605C140000,CALL,140.0,16596,2157691.0,6980,1.30723,38.0
2026-06-02,US.CRWV,US.CRWV260618C120000,CALL,120.0,14301,16838845.0,55297,0.95659,907.5
2026-06-02,US.CRWV,US.CRWV260605C130000,CALL,130.0,11972,3525229.0,7026,1.21798,128.0
2026-06-02,US.CRWV,US.CRWV260618C150000,CALL,150.0,11311,3705590.0,49025,1.00268,185.5
2026-06-02,US.CRWV,US.CRWV260605C135000,CALL,135.0,6603,1535926.0,3685,1.25013,67.5
2026-06-02,US.CRWV,US.CRWV260605C125000,CALL,125.0,5110,1988642.0,5317,1.189,235.5
2026-06-02,US.CRWV,US.CRWV260618C130000,CALL,130.0,4134,3002412.0,57474,0.96116,540.0
2026-06-02,US.CRWV,US.CRWV260618C140000,CALL,140.0,3643,1814393.0,10029,0.97406,312.5
2026-06-02,US.CRWV,US.CRWV260717C150000,CALL,150.0,3402,2576026.0,5015,0.89098,565.0
2026-06-02,US.CRWV,US.CRWV260605P120000,PUT,120.0,2608,939048.0,2829,1.1625,482.5
2026-06-02,US.CVX,US.CVX260918C200000,CALL,200.0,1134,797713.0,6000,0.28008,722.5
2026-06-02,US.CVX,US.CVX260605P187500,PUT,187.5,938,208873.0,1032,0.35543,209.5
2026-06-02,US.CVX,US.CVX260605C197500,CALL,197.5,682,14409.0,1013,0.42679,19.5
2026-06-02,US.CVX,US.CVX260618C200000,CALL,200.0,678,74434.0,13945,0.31989,115.0
2026-06-02,US.CVX,US.CVX260605C192500,CALL,192.5,665,50728.0,917,0.39577,71.5
2026-06-02,US.CVX,US.CVX260605C195000,CALL,195.0,664,26599.0,3973,0.39864,34.0
2026-06-02,US.CVX,US.CVX260605C190000,CALL,190.0,626,86679.0,1887,0.39641,139.0
2026-06-02,US.CVX,US.CVX260618P187500,PUT,187.5,594,295243.0,1519,0.30358,450.0
2026-06-02,US.CVX,US.CVX260612C195000,CALL,195.0,420,55112.0,871,0.32817,138.0
2026-06-02,US.CVX,US.CVX260605C187500,CALL,187.5,370,91445.0,1094,0.39307,241.5
2026-06-02,US.DDOG,US.DDOG260717P240000,PUT,240.0,1183,1385298.0,1295,0.67873,1180.0
2026-06-02,US.DDOG,US.DDOG260717P230000,PUT,230.0,834,776523.0,976,0.67956,865.0
2026-06-02,US.DDOG,US.DDOG260626C240000,CALL,240.0,734,2616985.0,351,0.70144,3657.5
2026-06-02,US.DDOG,US.DDOG260717C330000,CALL,330.0,626,484545.0,2006,0.69067,815.0
2026-06-02,US.DDOG,US.DDOG260717C320000,CALL,320.0,624,527741.0,594,0.68517,985.0
2026-06-02,US.DDOG,US.DDOG260717C300000,CALL,300.0,620,780115.0,293,0.68781,1482.5
2026-06-02,US.DDOG,US.DDOG260626P130000,PUT,130.0,582,6106.0,551,1.06133,5.0
2026-06-02,US.DDOG,US.DDOG260618C160000,CALL,160.0,505,5123137.0,1937,1.17811,10965.0
2026-06-02,US.DDOG,US.DDOG260618C150000,CALL,150.0,504,5613082.0,2578,1.43699,11987.5
2026-06-02,US.DDOG,US.DDOG260626C250000,CALL,250.0,461,1284112.0,220,0.69014,2957.5
2026-06-02,US.DELL,US.DELL260605C500000,CALL,500.0,4529,1238750.0,4697,1.1532,130.0
2026-06-02,US.DELL,US.DELL260605P400000,PUT,400.0,3375,681634.0,1667,0.9888,244.0
2026-06-02,US.DELL,US.DELL260612P250000,PUT,250.0,3298,38457.0,2313,1.32974,10.0
2026-06-02,US.DELL,US.DELL260605P395000,PUT,395.0,2395,331205.0,1475,0.98878,176.5
2026-06-02,US.DELL,US.DELL260605P390000,PUT,390.0,2159,248620.0,1822,0.99705,129.0
2026-06-02,US.DELL,US.DELL260605P420000,PUT,420.0,1812,941368.0,1269,0.96705,697.5
2026-06-02,US.DELL,US.DELL270319C500000,CALL,500.0,1673,16596799.0,1688,0.74779,9645.0
2026-06-02,US.DELL,US.DELL260612C400000,CALL,400.0,1572,8887995.0,1059,0.78853,4350.0
2026-06-02,US.DELL,US.DELL260605C450000,CALL,450.0,1545,1996618.0,1139,1.03453,855.0
2026-06-02,US.DELL,US.DELL260605C550000,CALL,550.0,1544,72909.0,2181,1.23086,15.0
2026-06-02,US.DJT,US.DJT260618C10000,CALL,10.0,1160,33415.0,9744,0.76842,24.0
2026-06-02,US.DJT,US.DJT261218C25000,CALL,25.0,1001,44042.0,10419,1.10663,61.5
2026-06-02,US.DJT,US.DJT260717C12000,CALL,12.0,976,37678.0,1152,0.92376,35.5
2026-06-02,US.DJT,US.DJT260605C9500,CALL,9.5,661,10511.0,1661,1.02804,13.0
2026-06-02,US.DJT,US.DJT260612C8500,CALL,8.5,644,52816.0,821,0.7512,75.0
2026-06-02,US.DJT,US.DJT260918C15000,CALL,15.0,592,32503.0,1732,0.96415,54.5
2026-06-02,US.DJT,US.DJT260918P6000,PUT,6.0,502,17400.0,1939,0.88134,36.0
2026-06-02,US.DJT,US.DJT261016P5000,PUT,5.0,500,12496.0,885,0.93005,27.0
2026-06-02,US.DJT,US.DJT260618C7000,CALL,7.0,436,89400.0,919,0.75227,207.5
2026-06-02,US.DJT,US.DJT260605C10000,CALL,10.0,420,3198.0,3187,1.16829,6.5
2026-06-02,US.DUOL,US.DUOL260605P110000,PUT,110.0,421,158732.0,468,0.87412,310.0
2026-06-02,US.DUOL,US.DUOL260717C120000,CALL,120.0,244,171205.0,442,0.6586,640.0
2026-06-02,US.DUOL,US.DUOL260612C116000,CALL,116.0,223,72828.0,201,0.81468,337.5
2026-06-02,US.DUOL,US.DUOL260918C155000,CALL,155.0,209,125520.0,736,0.75116,610.0
2026-06-02,US.DUOL,US.DUOL260605C120000,CALL,120.0,203,18396.0,1393,1.19649,110.0
2026-06-02,US.DUOL,US.DUOL260618C120000,CALL,120.0,197,54486.0,948,0.68916,270.0
2026-06-02,US.DUOL,US.DUOL260605C121000,CALL,121.0,183,13863.0,506,1.03427,60.0
2026-06-02,US.DUOL,US.DUOL260618P110000,PUT,110.0,164,103201.0,431,0.67353,600.0
2026-06-02,US.DUOL,US.DUOL260605P98000,PUT,98.0,163,4276.0,173,0.99101,27.5
2026-06-02,US.DUOL,US.DUOL260618C150000,CALL,150.0,161,4603.0,1586,0.77451,20.0
2026-06-02,US.EWT,US.EWT260717C120000,CALL,120.0,3959,953599.0,7807,0.4481,252.5
2026-06-02,US.EWT,US.EWT260717C110000,CALL,110.0,3948,2155365.0,8869,0.44407,555.0
2026-06-02,US.EWT,US.EWT260618C105000,CALL,105.0,1244,638536.0,8273,0.46867,530.0
2026-06-02,US.EWT,US.EWT260717P95000,PUT,95.0,938,212157.0,1238,0.47882,222.5
2026-06-02,US.EWT,US.EWT260717P80000,PUT,80.0,920,42320.0,938,0.57009,55.0
2026-06-02,US.EWT,US.EWT260918C115000,CALL,115.0,915,604650.0,4405,0.41209,685.0
2026-06-02,US.EWT,US.EWT270115P95000,PUT,95.0,900,666000.0,1497,0.42645,750.0
2026-06-02,US.EWT,US.EWT260618P100000,PUT,100.0,573,86662.0,643,0.47626,140.0
2026-06-02,US.EWT,US.EWT260618P95000,PUT,95.0,533,32990.0,1161,0.48772,55.0
2026-06-02,US.EWT,US.EWT260618C115000,CALL,115.0,316,44756.0,2655,0.49146,162.5
2026-06-02,US.FCX,US.FCX260605C70000,CALL,70.0,9191,1833904.0,6959,0.74818,271.0
2026-06-02,US.FCX,US.FCX260717C80000,CALL,80.0,7976,2299230.0,12161,0.58115,294.0
2026-06-02,US.FCX,US.FCX260717P50000,PUT,50.0,5076,151547.0,11611,0.61624,23.5
2026-06-02,US.FCX,US.FCX260605P70000,PUT,70.0,4768,589601.0,3843,0.74406,96.5
2026-06-02,US.FCX,US.FCX260605P68000,PUT,68.0,3702,438861.0,3782,0.74026,42.0
2026-06-02,US.FCX,US.FCX260618C75000,CALL,75.0,3627,753806.0,12557,0.60457,226.0
2026-06-02,US.FCX,US.FCX260918C70000,CALL,70.0,3320,3110411.0,6917,0.5635,985.0
2026-06-02,US.FCX,US.FCX260717C70000,CALL,70.0,3226,1939305.0,32601,0.56542,662.5
2026-06-02,US.FCX,US.FCX260618C80000,CALL,80.0,2531,256351.0,12620,0.62259,107.5
2026-06-02,US.FCX,US.FCX260618C70000,CALL,70.0,2358,926726.0,30771,0.5929,442.5
2026-06-02,US.FUTU,US.FUTU260605P100000,PUT,100.0,715,196981.0,1729,0.77288,163.5
2026-06-02,US.FUTU,US.FUTU260618P98000,PUT,98.0,588,203773.0,685,0.63629,340.0
2026-06-02,US.FUTU,US.FUTU260612C106000,CALL,106.0,531,147027.0,544,0.67467,278.5
2026-06-02,US.FUTU,US.FUTU260918C112450,CALL,112.45,452,496681.0,976,0.66819,1112.5
2026-06-02,US.FUTU,US.FUTU260605C112000,CALL,112.0,443,12469.0,1222,0.90074,36.0
2026-06-02,US.FUTU,US.FUTU261120P97450,PUT,97.45,401,573455.0,440,0.63269,1412.5
2026-06-02,US.FUTU,US.FUTU260918P87450,PUT,87.45,401,300650.0,482,0.63005,652.5
2026-06-02,US.FUTU,US.FUTU260612P96000,PUT,96.0,400,66524.0,408,0.63777,170.5
2026-06-02,US.FUTU,US.FUTU260605P95000,PUT,95.0,389,37641.0,1137,0.92441,66.5
2026-06-02,US.FUTU,US.FUTU260605P90000,PUT,90.0,379,13814.0,1520,1.03678,23.5
2026-06-02,US.GDS,US.GDS260618C39000,CALL,39.0,106,12724.0,126,0.61964,107.5
2026-06-02,US.GDS,US.GDS260717C39000,CALL,39.0,104,25825.0,171,0.62211,240.0
2026-06-02,US.GDS,US.GDS260918C45000,CALL,45.0,78,22578.0,3189,0.68739,295.0
2026-06-02,US.GDS,US.GDS260918C50000,CALL,50.0,75,15338.0,5158,0.68817,195.0
2026-06-02,US.GDS,US.GDS260717C37000,CALL,37.0,73,24338.0,72,0.58851,305.0
2026-06-02,US.GDS,US.GDS260618C37000,CALL,37.0,48,9421.0,147,0.60135,180.0
2026-06-02,US.GDS,US.GDS270115C50000,CALL,50.0,38,14831.0,1406,0.6486,390.0
2026-06-02,US.GDS,US.GDS260717C36000,CALL,36.0,30,10800.0,79,0.59106,355.0
2026-06-02,US.GDS,US.GDS280121C45000,CALL,45.0,25,25990.0,66,0.67413,1065.0
2026-06-02,US.GDS,US.GDS260618C40000,CALL,40.0,21,2057.0,334,0.65948,90.0
2026-06-02,US.GEMI,US.GEMI260605P5000,PUT,5.0,876,17835.0,1195,1.09214,20.0
2026-06-02,US.GEMI,US.GEMI260626C4000,CALL,4.0,406,48160.0,602,0.89187,105.0
2026-06-02,US.GEMI,US.GEMI260717C10000,CALL,10.0,333,1665.0,7584,1.17025,5.0
2026-06-02,US.GEMI,US.GEMI260717P5000,PUT,5.0,310,22380.0,1354,0.92357,65.0
