snapshot_date,underlying,option_code,option_type,strike,volume,turnover,open_interest,implied_volatility,premium
2026-06-15,US.TMF,US.TMF260618C35500,CALL,35.5,2081,73070.0,14277,0.33245,23.5
2026-06-15,US.TMF,US.TMF260710C35500,CALL,35.5,600,42420.0,985,0.20918,64.5
2026-06-15,US.TMF,US.TMF260626C35500,CALL,35.5,588,23441.0,964,0.21008,36.5
2026-06-15,US.TMF,US.TMF260717C39000,CALL,39.0,545,8704.0,920,0.26055,12.5
2026-06-15,US.TMF,US.TMF260618P35000,PUT,35.0,544,11267.0,11107,0.32862,28.5
2026-06-15,US.TMF,US.TMF260618C36000,CALL,36.0,488,8629.0,3602,0.33869,10.5
2026-06-15,US.TMF,US.TMF260821C40000,CALL,40.0,479,17060.0,1969,0.26886,31.5
2026-06-15,US.TMF,US.TMF260618C40000,CALL,40.0,443,737.0,1412,0.80185,2.0
2026-06-15,US.TMF,US.TMF260626C36000,CALL,36.0,404,9942.0,1410,0.22192,22.5
2026-06-15,US.TMF,US.TMF260626C38500,CALL,38.5,394,1746.0,505,0.32042,4.0
2026-06-15,US.TNA,US.TNA260618P67000,PUT,67.0,1918,118460.0,1297,1.02589,70.5
2026-06-15,US.TNA,US.TNA260618P71000,PUT,71.0,1299,181004.0,1272,0.92516,189.5
2026-06-15,US.TNA,US.TNA260618P69000,PUT,69.0,1292,126969.0,1104,0.97743,118.5
2026-06-15,US.TNA,US.TNA260618P70000,PUT,70.0,744,96108.0,541,0.93212,146.5
2026-06-15,US.TNA,US.TNA260618C70000,CALL,70.0,664,228457.0,1404,0.91308,284.0
2026-06-15,US.TNA,US.TNA260618P68000,PUT,68.0,661,47208.0,665,0.98582,89.0
2026-06-15,US.TNA,US.TNA260724P55000,PUT,55.0,596,69390.0,351,0.722,94.0
2026-06-15,US.TNA,US.TNA260618P65000,PUT,65.0,536,22291.0,722,1.09343,42.5
2026-06-15,US.TNA,US.TNA260731P60000,PUT,60.0,534,119305.0,508,0.72882,241.0
2026-06-15,US.TNA,US.TNA270115P70000,PUT,70.0,527,717272.0,2497,0.72036,1390.0
2026-06-15,US.TSLA,US.TSLA260618C450000,CALL,450.0,31814,2246131.0,41501,0.65699,39.5
2026-06-15,US.TSLA,US.TSLA260617C410000,CALL,410.0,26166,18528282.0,3027,0.62115,675.0
2026-06-15,US.TSLA,US.TSLA260618C437500,CALL,437.5,22507,2973056.0,4842,0.62326,108.0
2026-06-15,US.TSLA,US.TSLA260618C420000,CALL,420.0,21022,10198843.0,22738,0.58607,415.0
2026-06-15,US.TSLA,US.TSLA260618C410000,CALL,410.0,19666,17138006.0,12759,0.57849,820.0
2026-06-15,US.TSLA,US.TSLA260617C415000,CALL,415.0,19586,10131074.0,3185,0.62596,450.0
2026-06-15,US.TSLA,US.TSLA260617P410000,PUT,410.0,18749,12462525.0,3328,0.61394,547.5
2026-06-15,US.TSLA,US.TSLA260618C440000,CALL,440.0,18557,2313918.0,19443,0.62809,87.5
2026-06-15,US.TSLA,US.TSLA260618P410000,PUT,410.0,16623,13293903.0,7497,0.56273,675.0
2026-06-15,US.TSLA,US.TSLA260618C400000,CALL,400.0,15976,23902842.0,19088,0.59253,1455.0
2026-06-15,US.TSM,US.TSM260618P330000,PUT,330.0,5294,22428.0,9228,1.42006,7.0
2026-06-15,US.TSM,US.TSM260626P330000,PUT,330.0,5006,184412.0,5158,0.83918,38.0
2026-06-15,US.TSM,US.TSM260717P280000,PUT,280.0,3743,168520.0,4059,0.74154,48.0
2026-06-15,US.TSM,US.TSM260717P380000,PUT,380.0,3335,1804070.0,15649,0.54029,575.0
2026-06-15,US.TSM,US.TSM260918C350000,CALL,350.0,3091,31835315.0,4713,0.50251,10390.0
2026-06-15,US.TSM,US.TSM260717C530000,CALL,530.0,2997,1347063.0,3145,0.52737,450.0
2026-06-15,US.TSM,US.TSM260918C440000,CALL,440.0,2940,13573206.0,10010,0.51021,4810.0
2026-06-15,US.TSM,US.TSM260618P390000,PUT,390.0,2448,88945.0,13498,0.82046,30.5
2026-06-15,US.TSM,US.TSM260618C450000,CALL,450.0,2384,1004022.0,8957,0.57265,457.5
2026-06-15,US.TSM,US.TSM260618C470000,CALL,470.0,2354,193461.0,4273,0.59752,96.5
2026-06-15,US.TWLO,US.TWLO260717C200000,CALL,200.0,340,534392.0,310,0.5867,1510.0
2026-06-15,US.TWLO,US.TWLO260618P200000,PUT,200.0,298,109575.0,340,0.7904,410.0
2026-06-15,US.TWLO,US.TWLO260918P210000,PUT,210.0,273,815894.0,322,0.65609,3040.0
2026-06-15,US.TWLO,US.TWLO260618P60000,PUT,60.0,182,2409.0,145,6.58548,20.0
2026-06-15,US.TWLO,US.TWLO260618C210000,CALL,210.0,155,66297.0,670,0.88094,265.0
2026-06-15,US.TWLO,US.TWLO260710P162500,PUT,162.5,136,16315.0,533,0.64247,129.0
2026-06-15,US.TWLO,US.TWLO260821C210000,CALL,210.0,131,334972.0,184,0.69153,2090.0
2026-06-15,US.TWLO,US.TWLO260618C220000,CALL,220.0,91,9549.0,773,0.9506,105.0
2026-06-15,US.TWLO,US.TWLO260717C220000,CALL,220.0,90,76723.0,391,0.57809,720.0
2026-06-15,US.TWLO,US.TWLO260618C215000,CALL,215.0,86,24549.0,172,0.9106,165.0
2026-06-15,US.UPST,US.UPST260618C40000,CALL,40.0,2166,10534.0,5263,1.37289,4.0
2026-06-15,US.UPST,US.UPST260618C35000,CALL,35.0,1780,86459.0,6384,1.09076,29.5
2026-06-15,US.UPST,US.UPST260618C34000,CALL,34.0,1355,110146.0,1308,1.102,52.5
2026-06-15,US.UPST,US.UPST260618C36000,CALL,36.0,1211,31848.0,1575,1.10184,16.5
2026-06-15,US.UPST,US.UPST260618P28500,PUT,28.5,1121,7847.0,1220,1.1217,9.5
2026-06-15,US.UPST,US.UPST260717C40000,CALL,40.0,1095,96424.0,4688,0.7234,65.0
2026-06-15,US.UPST,US.UPST260618C37000,CALL,37.0,974,17579.0,1316,1.11634,9.0
2026-06-15,US.UPST,US.UPST260731C30000,CALL,30.0,942,456168.0,187,0.83592,502.5
2026-06-15,US.UPST,US.UPST260717C35000,CALL,35.0,906,186620.0,2895,0.76036,188.5
2026-06-15,US.UPST,US.UPST260618C34500,CALL,34.5,707,36022.0,1171,1.05641,36.5
2026-06-15,US.UVXY,US.UVXY260618C25000,CALL,25.0,3432,499009.0,3256,0.69407,100.5
2026-06-15,US.UVXY,US.UVXY260618C30000,CALL,30.0,2258,34069.0,2869,1.24845,7.5
2026-06-15,US.UVXY,US.UVXY260618C27000,CALL,27.0,2248,97982.0,4075,0.91902,30.0
2026-06-15,US.UVXY,US.UVXY260618C35000,CALL,35.0,2212,15337.0,4748,1.88896,3.5
2026-06-15,US.UVXY,US.UVXY260618C29000,CALL,29.0,2011,46776.0,1071,1.15034,11.5
2026-06-15,US.UVXY,US.UVXY260626C28000,CALL,28.0,1686,143618.0,1339,0.8343,64.0
2026-06-15,US.UVXY,US.UVXY260717C31000,CALL,31.0,1534,257621.0,1391,1.00934,135.5
2026-06-15,US.UVXY,US.UVXY260618C24000,CALL,24.0,1461,341333.0,1371,1.04427,197.0
2026-06-15,US.UVXY,US.UVXY260618C23000,CALL,23.0,1418,474103.0,1462,1.02891,281.5
2026-06-15,US.UVXY,US.UVXY260618P25000,PUT,25.0,1219,20299.0,2878,0.7101,28.0
2026-06-15,US.VEEV,US.VEEV260717C140000,CALL,140.0,2845,7135982.0,2609,0.53637,2475.0
2026-06-15,US.VEEV,US.VEEV260717C190000,CALL,190.0,447,67976.0,1027,0.46618,152.5
2026-06-15,US.VEEV,US.VEEV260618P160000,PUT,160.0,353,57218.0,1377,0.54925,185.0
2026-06-15,US.VEEV,US.VEEV260717P140000,PUT,140.0,184,22642.0,164,0.44603,122.5
2026-06-15,US.VEEV,US.VEEV260717C175000,CALL,175.0,135,59558.0,270,0.45142,405.0
2026-06-15,US.VEEV,US.VEEV260717C185000,CALL,185.0,135,30104.0,261,0.4509,200.0
2026-06-15,US.VEEV,US.VEEV260717C180000,CALL,180.0,132,42932.0,214,0.44599,280.0
2026-06-15,US.VEEV,US.VEEV260717C160000,CALL,160.0,113,119111.0,157,0.44959,985.0
2026-06-15,US.VEEV,US.VEEV260618C165000,CALL,165.0,112,36960.0,305,0.62034,202.5
2026-06-15,US.VEEV,US.VEEV260618C200000,CALL,200.0,109,627.0,1354,1.11473,5.0
2026-06-15,US.VST,US.VST260717C155000,CALL,155.0,6250,5387834.0,4954,0.50246,855.0
2026-06-15,US.VST,US.VST260717C170000,CALL,170.0,5378,1930773.0,4611,0.50708,362.5
2026-06-15,US.VST,US.VST261218C210000,CALL,210.0,5000,4170280.0,2637,0.52231,800.0
2026-06-15,US.VST,US.VST260618C160000,CALL,160.0,2536,300114.0,6411,0.6743,108.0
2026-06-15,US.VST,US.VST261218C170000,CALL,170.0,2505,4477178.0,3138,0.53104,1795.0
2026-06-15,US.VST,US.VST261218C250000,CALL,250.0,2504,992745.0,1082,0.54351,407.5
2026-06-15,US.VST,US.VST260618C165000,CALL,165.0,1828,47826.0,5549,0.70606,43.0
2026-06-15,US.VST,US.VST260724P120000,PUT,120.0,1090,108396.0,1093,0.57024,101.5
2026-06-15,US.VST,US.VST260618P155000,PUT,155.0,901,474864.0,1994,0.63103,387.5
2026-06-15,US.VST,US.VST260717C185000,CALL,185.0,837,114522.0,3220,0.52266,145.0
2026-06-15,US.WDAY,US.WDAY260717P100000,PUT,100.0,1316,100851.0,1708,0.60117,60.0
2026-06-15,US.WDAY,US.WDAY260618P130000,PUT,130.0,1078,364082.0,2483,0.81356,355.0
2026-06-15,US.WDAY,US.WDAY260717P130000,PUT,130.0,1042,889083.0,1359,0.56437,855.0
2026-06-15,US.WDAY,US.WDAY260918C130000,CALL,130.0,434,722551.0,603,0.61433,1645.0
2026-06-15,US.WDAY,US.WDAY260626P115000,PUT,115.0,353,28736.0,386,0.58125,62.5
2026-06-15,US.WDAY,US.WDAY260918P105000,PUT,105.0,329,167590.0,705,0.63177,545.0
2026-06-15,US.WDAY,US.WDAY260717P120000,PUT,120.0,326,128743.0,974,0.57432,430.0
2026-06-15,US.WDAY,US.WDAY260918C170000,CALL,170.0,288,135710.0,544,0.59525,475.0
2026-06-15,US.WDAY,US.WDAY260626P110000,PUT,110.0,219,7665.0,340,0.61935,30.0
2026-06-15,US.WDAY,US.WDAY260710C136000,CALL,136.0,191,99310.0,191,0.5763,520.0
2026-06-15,US.XOM,US.XOM260618P135000,PUT,135.0,3336,104031.0,9337,0.42954,23.5
2026-06-15,US.XOM,US.XOM260618C142000,CALL,142.0,2392,279521.0,1602,0.40995,137.0
2026-06-15,US.XOM,US.XOM260717C150000,CALL,150.0,1857,342922.0,8737,0.30096,191.5
2026-06-15,US.XOM,US.XOM260618P140000,PUT,140.0,1825,292702.0,6519,0.40044,135.5
2026-06-15,US.XOM,US.XOM260717C140000,CALL,140.0,1762,998089.0,3892,0.29528,555.0
2026-06-15,US.XOM,US.XOM260618P136000,PUT,136.0,1692,102538.0,497,0.42604,35.5
2026-06-15,US.XOM,US.XOM260618P138000,PUT,138.0,1689,177831.0,791,0.40785,70.5
2026-06-15,US.XOM,US.XOM260618C144000,CALL,144.0,1624,141826.0,1040,0.41545,74.0
2026-06-15,US.XOM,US.XOM260717C165000,CALL,165.0,1406,50664.0,6392,0.34205,40.5
2026-06-15,US.XOM,US.XOM260717C160000,CALL,160.0,1383,76522.0,9004,0.32516,65.0
2026-06-15,US.YINN,US.YINN260626C33000,CALL,33.0,353,14150.0,406,0.53922,22.5
2026-06-15,US.YINN,US.YINN260618C30000,CALL,30.0,294,26661.0,729,0.80742,79.0
2026-06-15,US.YINN,US.YINN260618C34000,CALL,34.0,289,1628.0,1419,0.9431,5.0
2026-06-15,US.YINN,US.YINN260618P28000,PUT,28.0,269,4771.0,545,0.94959,21.0
2026-06-15,US.YINN,US.YINN260731C29000,CALL,29.0,248,79342.0,174,0.59293,307.5
2026-06-15,US.YINN,US.YINN260724C29000,CALL,29.0,248,72824.0,174,0.58317,283.5
2026-06-15,US.YINN,US.YINN260618C31000,CALL,31.0,236,10247.0,663,0.74883,34.5
2026-06-15,US.YINN,US.YINN260626C30000,CALL,30.0,203,23342.0,382,0.54622,113.0
2026-06-15,US.YINN,US.YINN260618C35000,CALL,35.0,193,714.0,654,1.36949,13.0
2026-06-15,US.YINN,US.YINN260618P29000,PUT,29.0,182,6710.0,550,0.78242,33.0
2026-06-17,US.AAPL,US.AAPL260617C302500,CALL,302.5,123949,4343941.0,6055,5.83162,1.0
2026-06-17,US.AAPL,US.AAPL260617C300000,CALL,300.0,116907,5887076.0,7978,3.87446,1.0
2026-06-17,US.AAPL,US.AAPL260617P295000,PUT,295.0,99144,2785715.0,8917,1.2117,2.0
2026-06-17,US.AAPL,US.AAPL260617P297500,PUT,297.5,83499,5879706.0,7393,2.39113,178.5
2026-06-17,US.AAPL,US.AAPL260617C297500,CALL,297.5,74739,4660603.0,5817,1.75115,1.0
2026-06-17,US.AAPL,US.AAPL260617C305000,CALL,305.0,55440,653296.0,21384,7.69657,1.0
2026-06-17,US.AAPL,US.AAPL260618C305000,CALL,305.0,47459,2129974.0,20973,0.38366,10.0
2026-06-17,US.AAPL,US.AAPL260617P300000,PUT,300.0,43265,6432380.0,4937,6.66645,427.5
2026-06-17,US.AAPL,US.AAPL260618C300000,CALL,300.0,41164,5118459.0,34065,0.34161,51.5
2026-06-17,US.AAPL,US.AAPL260618P295000,PUT,295.0,39442,3995437.0,11394,0.33893,140.5
2026-06-17,US.ADSK,US.ADSK260717P170000,PUT,170.0,4509,537700.0,28,0.43205,167.5
2026-06-17,US.ADSK,US.ADSK260618P270000,PUT,270.0,1812,13363576.0,365,3.93734,7745.0
2026-06-17,US.ADSK,US.ADSK260618P280000,PUT,280.0,830,7104800.0,415,0.0,8680.0
2026-06-17,US.ADSK,US.ADSK260618P250000,PUT,250.0,550,3069000.0,273,3.20166,5745.0
2026-06-17,US.ADSK,US.ADSK260618P230000,PUT,230.0,439,1531346.0,126,1.93988,3710.0
2026-06-17,US.ADSK,US.ADSK260618C252500,CALL,252.5,306,1532.0,24,2.32978,5.0
2026-06-17,US.ADSK,US.ADSK260618P300000,PUT,300.0,286,2966780.0,51,0.0,10615.0
2026-06-17,US.ADSK,US.ADSK260618P320000,PUT,320.0,284,3515320.0,43,0.0,12620.0
2026-06-17,US.ADSK,US.ADSK260618P260000,PUT,260.0,270,1710900.0,40,3.45198,6735.0
2026-06-17,US.ADSK,US.ADSK260618P235000,PUT,235.0,262,1006060.0,41,2.4228,4230.0
2026-06-17,US.AEHR,US.AEHR260618C124000,CALL,124.0,824,310003.0,27,2.27765,122.5
2026-06-17,US.AEHR,US.AEHR260618C130000,CALL,130.0,534,86260.0,287,2.00889,30.0
2026-06-17,US.AEHR,US.AEHR260618C120000,CALL,120.0,434,166037.0,984,1.95283,150.0
2026-06-17,US.AEHR,US.AEHR260717P75000,PUT,75.0,408,142677.0,145,1.52097,365.0
2026-06-17,US.AEHR,US.AEHR260626C100000,CALL,100.0,155,318606.0,154,1.40924,1695.0
2026-06-17,US.AEHR,US.AEHR260618P95000,PUT,95.0,123,1899.0,1093,2.06841,15.0
2026-06-17,US.AEHR,US.AEHR260717C140000,CALL,140.0,122,148890.0,167,1.54143,1100.0
2026-06-17,US.AEHR,US.AEHR260618C160000,CALL,160.0,107,1063.0,143,3.13323,5.0
2026-06-17,US.AEHR,US.AEHR260717P95000,PUT,95.0,107,97482.0,161,1.49231,995.0
2026-06-17,US.AEHR,US.AEHR260717C135000,CALL,135.0,103,147055.0,293,1.52087,1200.0
2026-06-17,US.AMD,US.AMD260618C540000,CALL,540.0,18912,6450247.0,4265,1.01775,167.5
2026-06-17,US.AMD,US.AMD260618C550000,CALL,550.0,17272,3244972.0,9066,1.03519,79.5
2026-06-17,US.AMD,US.AMD260618C525000,CALL,525.0,11624,9487743.0,1491,1.00782,467.5
2026-06-17,US.AMD,US.AMD260821P200000,PUT,200.0,11596,1208527.0,15962,1.07039,91.5
2026-06-17,US.AMD,US.AMD260618C520000,CALL,520.0,10739,11075753.0,4137,0.99872,625.0
2026-06-17,US.AMD,US.AMD260626P315000,PUT,315.0,10058,110553.0,226,1.16899,8.0
2026-06-17,US.AMD,US.AMD260618C530000,CALL,530.0,9853,6356653.0,5262,1.00533,335.0
2026-06-17,US.AMD,US.AMD260618P500000,PUT,500.0,9212,3502987.0,12374,1.02197,457.5
2026-06-17,US.AMD,US.AMD260618P510000,PUT,510.0,8519,6313074.0,6562,1.00642,830.0
2026-06-17,US.AMD,US.AMD260618P520000,PUT,520.0,8010,8284698.0,2484,1.00371,1377.5
2026-06-17,US.AMKR,US.AMKR260618C100000,CALL,100.0,2007,133442.0,4356,1.86162,15.0
2026-06-17,US.AMKR,US.AMKR260618C95000,CALL,95.0,1877,248010.0,1674,1.56924,30.0
2026-06-17,US.AMKR,US.AMKR260717C95000,CALL,95.0,1205,972145.0,1464,0.98307,650.0
2026-06-17,US.AMKR,US.AMKR260821P65000,PUT,65.0,1028,445961.0,3907,1.02953,480.0
2026-06-17,US.AMKR,US.AMKR260717C100000,CALL,100.0,849,619825.0,1800,0.99807,520.0
2026-06-17,US.AMKR,US.AMKR260918C100000,CALL,100.0,787,1163116.0,1756,1.00298,1285.0
2026-06-17,US.AMKR,US.AMKR260717P44000,PUT,44.0,782,4417.0,61,1.31724,32.5
2026-06-17,US.AMKR,US.AMKR260717C90000,CALL,90.0,713,721253.0,4104,0.9808,825.0
2026-06-17,US.AMKR,US.AMKR260618P80000,PUT,80.0,681,20294.0,1044,1.57568,45.0
2026-06-17,US.AMKR,US.AMKR260618P85000,PUT,85.0,589,56238.0,357,1.35268,150.0
2026-06-17,US.AMZN,US.AMZN260617C242500,CALL,242.5,49645,2147958.0,744,5.85102,1.0
2026-06-17,US.AMZN,US.AMZN260617P237500,PUT,237.5,47037,943496.0,2017,1.05996,12.5
2026-06-17,US.AMZN,US.AMZN260617P240000,PUT,240.0,42387,3104948.0,3691,5.07985,253.5
2026-06-17,US.AMZN,US.AMZN260617C240000,CALL,240.0,42272,3347472.0,1375,3.24568,1.0
2026-06-17,US.AMZN,US.AMZN260617C245000,CALL,245.0,38334,861335.0,2178,8.28807,1.0
2026-06-17,US.AMZN,US.AMZN260618C245000,CALL,245.0,34833,1950110.0,15378,0.47159,18.5
2026-06-17,US.AMZN,US.AMZN260618C242500,CALL,242.5,27027,3179228.0,5512,0.44808,41.5
2026-06-17,US.AMZN,US.AMZN260618C240000,CALL,240.0,22534,4076717.0,20744,0.43544,93.0
2026-06-17,US.AMZN,US.AMZN260618C250000,CALL,250.0,21627,552033.0,33168,0.54785,5.0
2026-06-17,US.AMZN,US.AMZN260618P260000,PUT,260.0,16103,34661820.0,9545,0.9224,2255.0
2026-06-17,US.APLD,US.APLD260618C55000,CALL,55.0,15530,81322.0,19611,2.13751,5.5
2026-06-17,US.APLD,US.APLD260618C47000,CALL,47.0,13740,1536430.0,1913,1.30496,54.5
2026-06-17,US.APLD,US.APLD260618P44000,PUT,44.0,4931,200857.0,1266,1.31823,48.0
2026-06-17,US.APLD,US.APLD260618C52000,CALL,52.0,4785,73296.0,3364,1.67926,7.0
2026-06-17,US.APLD,US.APLD260626C48000,CALL,48.0,4480,1329360.0,475,0.94959,171.5
2026-06-17,US.APLD,US.APLD260626C47500,CALL,47.5,4028,1017042.0,257,0.96227,192.5
2026-06-17,US.APLD,US.APLD260618C50000,CALL,50.0,3808,107545.0,10111,1.48477,13.5
2026-06-17,US.APLD,US.APLD260717C50000,CALL,50.0,3482,1327138.0,7348,0.93296,320.0
2026-06-17,US.APLD,US.APLD260618C46500,CALL,46.5,3376,407995.0,4661,1.31369,71.5
2026-06-17,US.APLD,US.APLD260626C46000,CALL,46.0,2672,720286.0,763,0.9826,259.0
2026-06-17,US.ASML,US.ASML260702P1590000,PUT,1590.0,2296,1211617.0,36,0.59498,830.0
2026-06-17,US.ASML,US.ASML260618P1800000,PUT,1800.0,1270,196577.0,214,0.74415,455.0
2026-06-17,US.ASML,US.ASML260618C2000000,CALL,2000.0,1218,641245.0,672,0.91473,185.0
2026-06-17,US.ASML,US.ASML260618C2100000,CALL,2100.0,572,32609.0,188,1.14441,50.0
2026-06-17,US.ASML,US.ASML260618C1950000,CALL,1950.0,531,776557.0,224,0.808,445.0
2026-06-17,US.ASML,US.ASML260618C2300000,CALL,2300.0,455,2795.0,2399,1.58037,10.0
2026-06-17,US.ASML,US.ASML260618C1980000,CALL,1980.0,350,262706.0,316,0.8685,255.0
2026-06-17,US.ASML,US.ASML260618P1850000,PUT,1850.0,265,205344.0,161,0.70255,1620.0
2026-06-17,US.ASML,US.ASML260618C1930000,CALL,1930.0,253,566100.0,321,0.80811,750.0
2026-06-17,US.ASML,US.ASML260618P1700000,PUT,1700.0,243,5954.0,1965,0.90761,32.5
2026-06-17,US.ASX,US.ASX260717C42500,CALL,42.5,721,108183.0,638,0.69353,127.5
2026-06-17,US.ASX,US.ASX260618C37500,CALL,37.5,346,45259.0,10830,1.41234,95.0
2026-06-17,US.ASX,US.ASX260618C35000,CALL,35.0,320,108361.0,2152,1.58321,270.0
2026-06-17,US.ASX,US.ASX260618C42500,CALL,42.5,290,770.0,10545,1.44369,3.0
2026-06-17,US.ASX,US.ASX260717C40000,CALL,40.0,277,62289.0,1599,0.68544,195.0
2026-06-17,US.ASX,US.ASX260618C40000,CALL,40.0,220,4722.0,1602,1.20351,12.5
2026-06-17,US.ASX,US.ASX260618C30000,CALL,30.0,125,105272.0,2677,3.25037,760.0
2026-06-17,US.ASX,US.ASX260918C37500,CALL,37.5,95,56678.0,1230,0.6499,500.0
2026-06-17,US.ASX,US.ASX260918C40000,CALL,40.0,78,37621.0,3486,0.73678,465.0
2026-06-17,US.ASX,US.ASX260918C45000,CALL,45.0,76,25577.0,872,0.73078,307.5
2026-06-17,US.AVGO,US.AVGO260617C400000,CALL,400.0,28250,3727843.0,1778,4.34793,1.0
2026-06-17,US.AVGO,US.AVGO260617C405000,CALL,405.0,20938,853308.0,597,6.73259,1.0
2026-06-17,US.AVGO,US.AVGO260618C400000,CALL,400.0,17947,6042926.0,10234,0.72065,248.0
2026-06-17,US.AVGO,US.AVGO260617C395000,CALL,395.0,15793,3856678.0,1094,2.67263,8.0
2026-06-17,US.AVGO,US.AVGO260617P387500,PUT,387.5,13625,796847.0,162,4.50617,2.5
2026-06-17,US.AVGO,US.AVGO260618C395000,CALL,395.0,13438,6753299.0,3918,0.731,435.0
2026-06-17,US.AVGO,US.AVGO260618C420000,CALL,420.0,13107,424544.0,9106,0.78555,19.5
2026-06-17,US.AVGO,US.AVGO260618C410000,CALL,410.0,10242,1286750.0,11923,0.74018,71.0
2026-06-17,US.AVGO,US.AVGO260617C402500,CALL,402.5,10188,802272.0,1054,5.44786,1.0
2026-06-17,US.AVGO,US.AVGO260617C397500,CALL,397.5,9962,2119991.0,622,3.33653,5.0
2026-06-17,US.BABA,US.BABA260618P135000,PUT,135.0,42680,110636709.0,7156,0.0,2745.0
2026-06-17,US.BABA,US.BABA260618P160000,PUT,160.0,28647,144815994.0,4038,0.0,5177.5
2026-06-17,US.BABA,US.BABA260618P130000,PUT,130.0,26313,54164837.0,3470,0.0,2167.5
2026-06-17,US.BABA,US.BABA260618P150000,PUT,150.0,26146,106712958.0,3903,0.0,4247.5
2026-06-17,US.BABA,US.BABA260618P145000,PUT,145.0,19506,68893576.0,3103,0.0,3682.5
2026-06-17,US.BABA,US.BABA260618P140000,PUT,140.0,13233,40404443.0,2001,0.0,3170.0
2026-06-17,US.BABA,US.BABA260618P165000,PUT,165.0,10864,60498115.0,1682,0.0,5677.5
2026-06-17,US.BABA,US.BABA260618P120000,PUT,120.0,10598,12117266.0,14721,0.0,1255.0
2026-06-17,US.BABA,US.BABA260618P125000,PUT,125.0,10108,16878592.0,6590,1.83688,1770.0
2026-06-17,US.BABA,US.BABA260717P155000,PUT,155.0,5780,27368300.0,3006,0.0,4702.5
2026-06-17,US.BBAI,US.BBAI260618C4500,CALL,4.5,7737,10982.0,9084,2.04498,1.0
2026-06-17,US.BBAI,US.BBAI260618C4000,CALL,4.0,2652,19596.0,20975,1.11536,3.5
2026-06-17,US.BBAI,US.BBAI260717C4000,CALL,4.0,1724,58659.0,7430,0.7854,30.0
2026-06-17,US.BBAI,US.BBAI260626C4000,CALL,4.0,1592,26806.0,2132,0.74862,13.0
2026-06-17,US.BBAI,US.BBAI260626C4500,CALL,4.5,1290,6585.0,3688,0.90944,4.5
2026-06-17,US.BBAI,US.BBAI260717C5000,CALL,5.0,1211,13350.0,24127,0.87272,9.0
2026-06-17,US.BBAI,US.BBAI260618P4000,PUT,4.0,809,8206.0,18040,1.03772,15.0
2026-06-17,US.BBAI,US.BBAI260626P4000,PUT,4.0,807,16520.0,2702,0.72063,24.0
2026-06-17,US.BBAI,US.BBAI260618C5000,CALL,5.0,728,728.0,32388,3.11019,1.0
2026-06-17,US.BBAI,US.BBAI260618P4500,PUT,4.5,724,42187.0,3751,0.0,62.0
2026-06-17,US.BMNR,US.BMNR260618C17500,CALL,17.5,9265,55036.0,7212,1.50784,3.0
2026-06-17,US.BMNR,US.BMNR260618C17000,CALL,17.0,6334,94543.0,6384,1.31653,4.5
2026-06-17,US.BMNR,US.BMNR260618P16000,PUT,16.0,6048,124552.0,6611,1.03289,47.5
2026-06-17,US.BMNR,US.BMNR260618P21000,PUT,21.0,5431,2246302.0,4892,0.0,482.5
2026-06-17,US.BMNR,US.BMNR260618C16500,CALL,16.5,4852,142177.0,5118,1.19505,9.0
2026-06-17,US.BMNR,US.BMNR260618C18000,CALL,18.0,4749,15296.0,10383,1.8629,3.5
2026-06-17,US.BMNR,US.BMNR260626C19000,CALL,19.0,3861,55172.0,5216,0.89701,9.5
2026-06-17,US.BMNR,US.BMNR260618P22000,PUT,22.0,3777,1956571.0,2228,0.0,617.5
2026-06-17,US.BMNR,US.BMNR260618C16000,CALL,16.0,2849,142881.0,3982,1.10182,19.5
2026-06-17,US.BMNR,US.BMNR260626C23000,CALL,23.0,2508,5036.0,595,1.15167,2.0
2026-06-17,US.CBRS,US.CBRS260618C250000,CALL,250.0,1203,160102.0,643,1.89625,30.0
2026-06-17,US.CBRS,US.CBRS260717P220000,PUT,220.0,1179,3276352.0,243,1.17684,3185.0
2026-06-17,US.CBRS,US.CBRS261016C500000,CALL,500.0,1017,1494720.0,648,1.20164,1180.0
2026-06-17,US.CBRS,US.CBRS260717C330000,CALL,330.0,663,634464.0,411,1.39816,745.0
2026-06-17,US.CBRS,US.CBRS260626C230000,CALL,230.0,640,1139688.0,623,1.44475,1275.0
2026-06-17,US.CBRS,US.CBRS260618C225000,CALL,225.0,603,359698.0,1328,1.52411,210.0
2026-06-17,US.CBRS,US.CBRS260618C230000,CALL,230.0,519,233152.0,847,1.58426,135.0
2026-06-17,US.CBRS,US.CBRS260618P220000,PUT,220.0,493,244736.0,958,1.42121,940.0
2026-06-17,US.CBRS,US.CBRS260618C240000,CALL,240.0,472,98559.0,1045,1.74869,62.5
2026-06-17,US.CBRS,US.CBRS260618P200000,PUT,200.0,464,22326.0,1098,1.28489,82.5
2026-06-17,US.COHR,US.COHR260626P360000,PUT,360.0,1044,1323363.0,1396,0.97842,1405.0
2026-06-17,US.COHR,US.COHR260702P325000,PUT,325.0,881,641908.0,96,0.96943,830.0
2026-06-17,US.COHR,US.COHR260618P240000,PUT,240.0,765,3858.0,1320,3.62232,5.0
2026-06-17,US.COHR,US.COHR260618C400000,CALL,400.0,425,199053.0,1000,1.41576,292.5
2026-06-17,US.COHR,US.COHR260618C410000,CALL,410.0,396,133364.0,712,1.49363,172.5
