snapshot_date,underlying,direction,score,reason,call_volume,put_volume,total_volume,call_share,put_share,put_call_ratio,direction_x_base,total_x_base,prior_direction,direction_share_base,reversal_bonus,history_days
2026-07-16,US.IBIT,CALL,31.79,CALL 占比 54%; CALL 较基线 0.7x; 总量较基线 0.8x,118558,101583,220141,0.5386,0.4614,0.8568,0.69,0.788,CALL,0.6119,,6
2026-07-16,US.FUTU,PUT,31.28,PUT 占比 57%; PUT 较基线 0.6x; 总量较基线 0.6x,1689,2241,3930,0.4298,0.5702,1.3268,0.579,0.64,PUT,0.6148,,6
2026-07-16,US.CRCL,CALL,30.63,CALL 占比 51%; CALL 较基线 0.6x; 总量较基线 0.9x,28265,27039,55304,0.5111,0.4889,0.9566,0.605,0.892,CALL,0.7186,,6
2026-07-16,US.DUOL,CALL,29.47,CALL 占比 58%; CALL 较基线 0.4x; 总量较基线 0.5x,1439,1058,2497,0.5763,0.4237,0.7352,0.427,0.5,CALL,0.6576,,6
2026-07-16,US.DELL,CALL,28.76,CALL 占比 52%; CALL 较基线 0.5x; 总量较基线 0.7x,19243,17826,37069,0.5191,0.4809,0.9264,0.478,0.696,CALL,0.7264,,6
2026-07-16,US.MDB,CALL,25.7,CALL 占比 55%; CALL 较基线 0.2x; 总量较基线 0.3x,2891,2376,5267,0.5489,0.4511,0.8219,0.222,0.327,CALL,0.7205,,6
2026-07-15,US.GOOGL,CALL,93.09,CALL 占比 86%; CALL 较基线 4.4x; 总量较基线 3.9x,493030,81947,574977,0.8575,0.1425,0.1662,4.399,3.934,CALL,0.7591,,6
2026-07-15,US.SOUN,CALL,81.37,CALL 占比 54%; CALL 较基线 3.7x; 总量较基线 5.5x,116200,98894,215094,0.5402,0.4598,0.8511,3.72,5.504,CALL,0.7819,,6
2026-07-15,US.AAPL,CALL,78.49,CALL 占比 67%; CALL 较基线 3.7x; 总量较基线 3.7x,1389350,695717,2085067,0.6663,0.3337,0.5007,3.729,3.667,CALL,0.6611,,6
2026-07-15,US.ASML,PUT,74.27,PUT 占比 56%; PUT 较基线 4.5x; 总量较基线 2.6x,10779,13913,24692,0.4365,0.5635,1.2908,4.489,2.636,CALL,0.3674,,6
2026-07-15,US.DRAM,CALL,72.66,CALL 占比 83%; CALL 较基线 3.1x; 总量较基线 2.5x,473251,99321,572572,0.8265,0.1735,0.2099,3.09,2.48,CALL,0.6985,,6
2026-07-15,US.MSFT,CALL,68.93,CALL 占比 82%; CALL 较基线 2.6x; 总量较基线 2.6x,548078,123516,671594,0.8161,0.1839,0.2254,2.561,2.632,CALL,0.8354,,6
2026-07-15,US.GDS,CALL,64.31,CALL 占比 72%; CALL 较基线 2.6x; 总量较基线 2.4x,3705,1418,5123,0.7232,0.2768,0.3827,2.627,2.394,CALL,0.7866,,6
2026-07-15,US.IBM,CALL,63.97,CALL 占比 54%; CALL 较基线 2.5x; 总量较基线 3.8x,91722,79384,171106,0.5361,0.4639,0.8655,2.479,3.782,CALL,0.8081,,6
2026-07-15,US.META,CALL,63.5,CALL 占比 82%; CALL 较基线 2.2x; 总量较基线 2.2x,450866,95764,546630,0.8248,0.1752,0.2124,2.179,2.179,CALL,0.8072,,6
2026-07-15,US.AMZN,CALL,60.88,CALL 占比 74%; CALL 较基线 2.2x; 总量较基线 2.3x,594162,213710,807872,0.7355,0.2645,0.3597,2.232,2.267,CALL,0.7454,,6
2026-07-15,US.BABA,CALL,58.82,CALL 占比 86%; CALL 较基线 1.8x; 总量较基线 1.6x,174238,27791,202029,0.8624,0.1376,0.1595,1.815,1.633,CALL,0.7681,,6
2026-07-15,US.TSLA,CALL,57.53,CALL 占比 61%; CALL 较基线 2.3x; 总量较基线 2.4x,1522457,970791,2493248,0.6106,0.3894,0.6376,2.343,2.394,CALL,0.6293,,6
2026-07-15,US.CRM,CALL,55.99,CALL 占比 54%; CALL 较基线 2.2x; 总量较基线 2.8x,71529,60612,132141,0.5413,0.4587,0.8474,2.183,2.812,CALL,0.7177,,6
2026-07-15,US.NVDA,CALL,55.41,CALL 占比 69%; CALL 较基线 1.9x; 总量较基线 2.1x,2120658,942248,3062906,0.6924,0.3076,0.4443,1.926,2.051,CALL,0.736,,6
2026-07-15,US.FIG,CALL,52.49,CALL 占比 86%; CALL 较基线 1.3x; 总量较基线 1.3x,70641,11791,82432,0.857,0.143,0.1669,1.313,1.285,CALL,0.7684,,6
2026-07-15,US.NOK,CALL,52.33,CALL 占比 73%; CALL 较基线 1.6x; 总量较基线 1.7x,195589,72960,268549,0.7283,0.2717,0.373,1.639,1.681,CALL,0.7587,,6
2026-07-15,US.TSM,CALL,51.87,CALL 占比 51%; CALL 较基线 2.2x; 总量较基线 2.3x,110801,105059,215860,0.5133,0.4867,0.9482,2.175,2.323,CALL,0.5502,,6
2026-07-15,US.CRCL,CALL,51.46,CALL 占比 87%; CALL 较基线 1.3x; 总量较基线 1.0x,63209,9422,72631,0.8703,0.1297,0.1491,1.347,0.978,CALL,0.6469,,6
2026-07-15,US.COIN,CALL,51.3,CALL 占比 82%; CALL 较基线 1.5x; 总量较基线 1.1x,59552,13031,72583,0.8205,0.1795,0.2188,1.478,1.109,CALL,0.5983,,6
2026-07-15,US.IWM,PUT,51.01,PUT 占比 58%; PUT 较基线 1.9x; 总量较基线 2.2x,621644,867471,1489115,0.4175,0.5825,1.3954,1.85,2.152,PUT,0.697,,6
2026-07-15,US.HOOD,CALL,50.44,CALL 占比 89%; CALL 较基线 1.1x; 总量较基线 1.0x,115271,14260,129531,0.8899,0.1101,0.1237,1.105,1.0,CALL,0.7991,,6
2026-07-15,US.INTC,CALL,49.55,CALL 占比 75%; CALL 较基线 1.4x; 总量较基线 1.4x,398042,131232,529274,0.7521,0.2479,0.3297,1.397,1.382,CALL,0.7344,,6
2026-07-15,US.SAP,CALL,49.45,CALL 占比 72%; CALL 较基线 1.5x; 总量较基线 1.4x,3705,1417,5122,0.7234,0.2766,0.3825,1.479,1.448,CALL,0.666,,6
2026-07-15,US.YINN,CALL,48.37,CALL 占比 81%; CALL 较基线 1.2x; 总量较基线 1.0x,4303,980,5283,0.8145,0.1855,0.2277,1.199,1.032,CALL,0.6796,,6
2026-07-15,US.OPEN,CALL,48.33,CALL 占比 88%; CALL 较基线 1.0x; 总量较基线 0.9x,80411,11201,91612,0.8777,0.1223,0.1393,0.966,0.916,CALL,0.8275,,6
2026-07-15,US.NET,PUT,46.5,"PUT 占比 62%; PUT 较基线 1.3x; 总量较基线 0.7x; 方向反转 CALL->PUT, 占比提升 24%",4805,7877,12682,0.3789,0.6211,1.6393,1.264,0.746,CALL,0.3854,7.07,6
2026-07-15,US.ORCL,CALL,46.15,CALL 占比 74%; CALL 较基线 1.2x; 总量较基线 1.2x,182546,64542,247088,0.7388,0.2612,0.3536,1.189,1.182,CALL,0.7362,,6
2026-07-15,US.UVXY,CALL,45.52,CALL 占比 83%; CALL 较基线 0.9x; 总量较基线 0.8x,21693,4318,26011,0.834,0.166,0.1991,0.893,0.836,CALL,0.7656,,6
2026-07-15,US.PLTR,CALL,45.14,CALL 占比 77%; CALL 较基线 1.0x; 总量较基线 1.0x,221258,65989,287247,0.7703,0.2297,0.2982,1.038,1.004,CALL,0.7439,,6
2026-07-15,US.APLD,CALL,44.5,CALL 占比 73%; CALL 较基线 1.1x; 总量较基线 1.0x,40626,14939,55565,0.7311,0.2689,0.3677,1.122,1.047,CALL,0.6826,,6
2026-07-15,US.RDDT,CALL,44.32,CALL 占比 68%; CALL 较基线 1.2x; 总量较基线 1.2x,18753,8991,27744,0.6759,0.3241,0.4794,1.229,1.243,CALL,0.6678,,6
2026-07-15,US.CRWD,CALL,44.27,CALL 占比 65%; CALL 较基线 1.3x; 总量较基线 1.3x,31785,17145,48930,0.6496,0.3504,0.5394,1.332,1.272,CALL,0.6058,,6
2026-07-15,US.DDOG,CALL,43.95,CALL 占比 74%; CALL 较基线 1.1x; 总量较基线 1.0x,8039,2832,10871,0.7395,0.2605,0.3523,1.078,0.958,CALL,0.6786,,6
2026-07-15,US.NOW,CALL,42.97,CALL 占比 81%; CALL 较基线 0.8x; 总量较基线 0.8x,55414,13194,68608,0.8077,0.1923,0.2381,0.765,0.757,CALL,0.7934,,6
2026-07-15,US.AVGO,CALL,42.92,CALL 占比 67%; CALL 较基线 1.1x; 总量较基线 1.2x,91969,45262,137231,0.6702,0.3298,0.4921,1.099,1.219,CALL,0.7293,,6
2026-07-15,US.NBIS,PUT,42.89,PUT 占比 56%; PUT 较基线 1.5x; 总量较基线 1.4x,74218,92953,167171,0.444,0.556,1.2524,1.531,1.401,CALL,0.4954,,6
2026-07-15,US.IBIT,CALL,42.83,CALL 占比 70%; CALL 较基线 1.2x; 总量较基线 0.9x,203764,86808,290572,0.7013,0.2987,0.426,1.177,0.893,CALL,0.5572,,6
2026-07-15,US.SOFI,CALL,42.06,CALL 占比 75%; CALL 较基线 0.8x; 总量较基线 0.9x,210335,68620,278955,0.754,0.246,0.3262,0.829,0.877,CALL,0.7912,,6
2026-07-15,US.AMD,CALL,41.94,CALL 占比 60%; CALL 较基线 1.2x; 总量较基线 1.4x,146171,96947,243118,0.6012,0.3988,0.6632,1.221,1.354,CALL,0.6564,,6
2026-07-15,US.PANW,CALL,41.82,CALL 占比 70%; CALL 较基线 1.0x; 总量较基线 1.0x,12958,5556,18514,0.6999,0.3001,0.4288,1.015,0.951,CALL,0.6604,,6
2026-07-15,US.BBAI,CALL,41.73,CALL 占比 76%; CALL 较基线 0.8x; 总量较基线 0.8x,17005,5238,22243,0.7645,0.2355,0.308,0.772,0.828,CALL,0.8269,,6
2026-07-15,US.MARA,CALL,41.73,CALL 占比 74%; CALL 较基线 0.9x; 总量较基线 0.9x,86709,30127,116836,0.7421,0.2579,0.3474,0.851,0.873,CALL,0.7454,,6
2026-07-15,US.SMCI,CALL,41.11,CALL 占比 77%; CALL 较基线 0.7x; 总量较基线 0.7x,75590,22027,97617,0.7744,0.2256,0.2914,0.721,0.728,CALL,0.7621,,6
2026-07-15,US.IGV,CALL,41.07,"CALL 占比 62%; CALL 较基线 0.9x; 总量较基线 0.5x; 方向反转 PUT->CALL, 占比提升 20%",19920,12258,32178,0.6191,0.3809,0.6154,0.885,0.52,PUT,0.4156,6.11,6
2026-07-15,US.GEV,PUT,40.87,PUT 占比 65%; PUT 较基线 1.2x; 总量较基线 0.9x,3319,6177,9496,0.3495,0.6505,1.8611,1.214,0.857,CALL,0.4775,,6
2026-07-15,US.IREN,CALL,40.17,CALL 占比 60%; CALL 较基线 1.2x; 总量较基线 1.1x,164052,110535,274587,0.5974,0.4026,0.6738,1.203,1.109,CALL,0.5585,,6
2026-07-15,US.MDB,CALL,39.57,CALL 占比 76%; CALL 较基线 0.6x; 总量较基线 0.7x,7986,2567,10553,0.7568,0.2432,0.3214,0.649,0.685,CALL,0.6944,,6
2026-07-15,US.LITE,CALL,39.4,CALL 占比 54%; CALL 较基线 1.3x; 总量较基线 1.3x,7358,6383,13741,0.5355,0.4645,0.8675,1.287,1.28,CALL,0.5201,,6
2026-07-15,US.COHR,CALL,39.2,CALL 占比 51%; CALL 较基线 1.4x; 总量较基线 1.2x,7268,6854,14122,0.5147,0.4853,0.943,1.393,1.245,PUT,0.4472,,6
2026-07-15,US.GLW,PUT,39.11,PUT 占比 52%; PUT 较基线 1.4x; 总量较基线 1.2x,21625,23756,45381,0.4765,0.5235,1.0985,1.379,1.189,CALL,0.4695,,6
2026-07-15,US.DELL,CALL,39.08,CALL 占比 61%; CALL 较基线 0.9x; 总量较基线 1.2x,41858,26787,68645,0.6098,0.3902,0.6399,0.909,1.236,CALL,0.7792,,6
2026-07-15,US.TEAM,CALL,39.08,CALL 占比 71%; CALL 较基线 0.7x; 总量较基线 0.8x,4292,1751,6043,0.7102,0.2898,0.408,0.749,0.78,CALL,0.7551,,6
2026-07-15,US.FUTU,CALL,38.99,CALL 占比 56%; CALL 较基线 1.4x; 总量较基线 0.9x,3117,2442,5559,0.5607,0.4393,0.7834,1.415,0.873,PUT,0.3576,,6
2026-07-15,US.OKLO,CALL,38.82,CALL 占比 70%; CALL 较基线 0.8x; 总量较基线 0.7x,17658,7543,25201,0.7007,0.2993,0.4272,0.796,0.736,CALL,0.6505,,6
2026-07-15,US.HPE,CALL,38.59,CALL 占比 59%; CALL 较基线 1.0x; 总量较基线 1.2x,14408,10007,24415,0.5901,0.4099,0.6945,0.992,1.175,CALL,0.6877,,6
2026-07-15,US.CRWV,CALL,38.42,CALL 占比 50%; CALL 较基线 1.1x; 总量较基线 1.5x,87123,85403,172526,0.505,0.495,0.9803,1.136,1.521,CALL,0.6741,,6
2026-07-15,US.MRVL,CALL,38.29,CALL 占比 51%; CALL 较基线 1.1x; 总量较基线 1.5x,89415,84346,173761,0.5146,0.4854,0.9433,1.105,1.478,CALL,0.6787,,6
2026-07-15,US.BE,PUT,37.77,PUT 占比 65%; PUT 较基线 0.9x; 总量较基线 0.8x,24107,45093,69200,0.3484,0.6516,1.8705,0.859,0.806,PUT,0.5534,,6
2026-07-15,US.MSTR,CALL,36.35,CALL 占比 67%; CALL 较基线 0.7x; 总量较基线 0.6x,84975,41588,126563,0.6714,0.3286,0.4894,0.727,0.612,CALL,0.5819,,6
2026-07-15,US.EUV,CALL,36.25,CALL 占比 70%; CALL 较基线 0.6x; 总量较基线 0.6x,549,233,782,0.702,0.298,0.4244,0.557,0.619,CALL,0.7776,,6
2026-07-15,US.QCOM,CALL,35.81,CALL 占比 64%; CALL 较基线 0.7x; 总量较基线 0.7x,25019,13934,38953,0.6423,0.3577,0.5569,0.707,0.743,CALL,0.6567,,6
2026-07-15,US.UPST,CALL,35.76,CALL 占比 71%; CALL 较基线 0.5x; 总量较基线 0.5x,5438,2214,7652,0.7107,0.2893,0.4071,0.534,0.511,CALL,0.6754,,6
2026-07-15,US.FOTO,PUT,34.83,PUT 占比 64%; PUT 较基线 0.8x; 总量较基线 0.5x,43,76,119,0.3613,0.6387,1.7674,0.774,0.514,CALL,0.4239,,6
2026-07-15,US.SNOW,CALL,34.54,CALL 占比 64%; CALL 较基线 0.6x; 总量较基线 0.7x,9229,5135,14364,0.6425,0.3575,0.5564,0.605,0.666,CALL,0.7048,,6
2026-07-15,US.VST,CALL,34.52,CALL 占比 74%; CALL 较基线 0.3x; 总量较基线 0.4x,9100,3201,12301,0.7398,0.2602,0.3518,0.333,0.377,CALL,0.7205,,6
2026-07-15,US.CBRS,CALL,34.2,CALL 占比 67%; CALL 较基线 0.5x; 总量较基线 0.6x,8570,4257,12827,0.6681,0.3319,0.4967,0.503,0.574,CALL,0.7357,,6
2026-07-15,US.INTU,CALL,31.44,CALL 占比 59%; CALL 较基线 0.5x; 总量较基线 0.6x,3411,2346,5757,0.5925,0.4075,0.6878,0.527,0.588,CALL,0.6565,,6
2026-07-15,US.DUOL,CALL,31.29,CALL 占比 64%; CALL 较基线 0.4x; 总量较基线 0.4x,1547,868,2415,0.6406,0.3594,0.5611,0.389,0.424,CALL,0.6804,,6
2026-07-15,US.GFS,PUT,30.65,PUT 占比 51%; PUT 较基线 1.0x; 总量较基线 0.4x,1617,1661,3278,0.4933,0.5067,1.0272,0.965,0.443,CALL,0.39,,6
2026-07-15,US.TWLO,CALL,30.39,CALL 占比 58%; CALL 较基线 0.5x; 总量较基线 0.6x,1205,864,2069,0.5824,0.4176,0.717,0.473,0.552,CALL,0.667,,6
2026-07-13,US.FIG,CALL,106.8,CALL 占比 93%; CALL 较基线 6.1x; 总量较基线 5.0x,171530,13410,184940,0.9275,0.0725,0.0782,6.112,4.95,CALL,0.7309,,6
2026-07-13,US.DRAM,PUT,64.12,PUT 占比 50%; PUT 较基线 3.9x; 总量较基线 2.1x,223336,227034,450370,0.4959,0.5041,1.0166,3.897,2.13,CALL,0.2725,,6
2026-07-13,US.GFS,PUT,59.7,PUT 占比 71%; PUT 较基线 3.3x; 总量较基线 0.8x,1656,4044,5700,0.2905,0.7095,2.442,3.305,0.814,CALL,0.3256,,6
2026-07-13,US.INTU,CALL,52.34,CALL 占比 65%; CALL 较基线 1.9x; 总量较基线 1.9x,10421,5532,15953,0.6532,0.3468,0.5309,1.886,1.854,CALL,0.6367,,6
2026-07-13,US.ORCL,CALL,52.05,CALL 占比 69%; CALL 较基线 1.7x; 总量较基线 1.8x,224823,101631,326454,0.6887,0.3113,0.452,1.713,1.8,CALL,0.7166,,6
2026-07-13,US.SOFI,CALL,51.06,CALL 占比 81%; CALL 较基线 1.3x; 总量较基线 1.3x,316532,74059,390591,0.8104,0.1896,0.234,1.346,1.312,CALL,0.7842,,6
2026-07-13,US.TSM,CALL,50.22,CALL 占比 53%; CALL 较基线 2.0x; 总量较基线 2.1x,90683,79221,169904,0.5337,0.4663,0.8736,2.026,2.111,CALL,0.5551,,6
2026-07-13,US.UVXY,CALL,49.11,CALL 占比 82%; CALL 较基线 1.2x; 总量较基线 1.1x,27171,6036,33207,0.8182,0.1818,0.2221,1.195,1.137,CALL,0.7658,,6
2026-07-13,US.MSFT,CALL,48.54,CALL 占比 85%; CALL 较基线 1.1x; 总量较基线 1.0x,223076,40115,263191,0.8476,0.1524,0.1798,1.051,1.038,CALL,0.8337,,6
2026-07-13,US.CRCL,CALL,47.51,CALL 占比 79%; CALL 较基线 1.3x; 总量较基线 1.0x,53231,14373,67604,0.7874,0.2126,0.27,1.264,0.984,CALL,0.6349,,6
2026-07-13,US.CRM,CALL,47.25,CALL 占比 57%; CALL 较基线 1.6x; 总量较基线 2.0x,46579,35754,82333,0.5657,0.4343,0.7676,1.559,2.025,CALL,0.7337,,6
2026-07-13,US.TWLO,CALL,47.2,CALL 占比 72%; CALL 较基线 1.4x; 总量较基线 1.3x,3182,1268,4450,0.7151,0.2849,0.3985,1.369,1.275,CALL,0.654,,6
2026-07-13,US.IBM,CALL,47.07,CALL 占比 84%; CALL 较基线 1.0x; 总量较基线 0.9x,38361,7488,45849,0.8367,0.1633,0.1952,0.988,0.95,CALL,0.7972,,6
2026-07-13,US.COHR,PUT,46.81,PUT 占比 70%; PUT 较基线 1.5x; 总量较基线 1.1x,3730,8741,12471,0.2991,0.7009,2.3434,1.55,1.063,PUT,0.5018,,6
2026-07-13,US.AAPL,CALL,46.05,CALL 占比 75%; CALL 较基线 1.2x; 总量较基线 1.0x,418892,138916,557808,0.751,0.249,0.3316,1.22,1.042,CALL,0.6498,,6
2026-07-13,US.NOK,CALL,45.8,CALL 占比 84%; CALL 较基线 0.9x; 总量较基线 0.8x,121674,23966,145640,0.8354,0.1646,0.197,0.923,0.833,CALL,0.7582,,6
2026-07-13,US.OKLO,CALL,45.53,CALL 占比 62%; CALL 较基线 1.4x; 总量较基线 1.5x,30295,18498,48793,0.6209,0.3791,0.6106,1.436,1.535,CALL,0.6635,,6
2026-07-13,US.META,CALL,45.38,CALL 占比 81%; CALL 较基线 0.9x; 总量较基线 0.9x,175220,41529,216749,0.8084,0.1916,0.237,0.923,0.943,CALL,0.8071,,6
2026-07-13,US.SAP,PUT,45.26,PUT 占比 55%; PUT 较基线 2.2x; 总量较基线 0.9x,1578,1947,3525,0.4477,0.5523,1.2338,2.193,0.937,CALL,0.279,,6
2026-07-13,US.GEV,PUT,44.65,PUT 占比 68%; PUT 较基线 1.5x; 总量较基线 0.9x,3063,6564,9627,0.3182,0.6818,2.143,1.508,0.886,CALL,0.4068,,6
2026-07-13,US.APLD,CALL,44.55,CALL 占比 72%; CALL 较基线 1.1x; 总量较基线 1.1x,42768,16462,59230,0.7221,0.2779,0.3849,1.143,1.087,CALL,0.6853,,6
2026-07-13,US.NBIS,PUT,44.39,PUT 占比 58%; PUT 较基线 1.6x; 总量较基线 1.4x,66947,91375,158322,0.4229,0.5771,1.3649,1.625,1.384,CALL,0.4826,,6
2026-07-13,US.EUV,CALL,43.92,CALL 占比 84%; CALL 较基线 0.7x; 总量较基线 0.7x,784,144,928,0.8448,0.1552,0.1837,0.743,0.698,CALL,0.789,,6
2026-07-13,US.SOUN,CALL,43.85,CALL 占比 80%; CALL 较基线 0.8x; 总量较基线 0.9x,28710,7305,36015,0.7972,0.2028,0.2544,0.844,0.868,CALL,0.7989,,6
2026-07-13,US.FOTO,CALL,43.69,CALL 占比 73%; CALL 较基线 1.1x; 总量较基线 0.9x,159,58,217,0.7327,0.2673,0.3648,1.14,0.877,CALL,0.5587,,6
2026-07-13,US.PLTR,CALL,43.47,CALL 占比 74%; CALL 较基线 1.0x; 总量较基线 1.0x,215635,77764,293399,0.735,0.265,0.3606,1.005,1.005,CALL,0.735,,6
2026-07-13,US.IREN,PUT,42.92,PUT 占比 57%; PUT 较基线 1.6x; 总量较基线 1.2x,121261,161229,282490,0.4293,0.5707,1.3296,1.609,1.203,CALL,0.4232,,6
2026-07-13,US.AMZN,CALL,42.81,CALL 占比 77%; CALL 较基线 0.9x; 总量较基线 0.9x,263260,79075,342335,0.769,0.231,0.3004,0.861,0.86,CALL,0.7583,,6
2026-07-13,US.NOW,CALL,42.7,CALL 占比 72%; CALL 较基线 0.9x; 总量较基线 1.0x,70518,26861,97379,0.7242,0.2758,0.3809,0.937,1.04,CALL,0.7993,,6
2026-07-13,US.OPEN,CALL,42.64,CALL 占比 78%; CALL 较基线 0.8x; 总量较基线 0.9x,68389,19409,87798,0.7789,0.2211,0.2838,0.791,0.859,CALL,0.8424,,6
2026-07-13,US.TEAM,CALL,42.48,CALL 占比 68%; CALL 较基线 1.0x; 总量较基线 1.1x,5847,2712,8559,0.6831,0.3169,0.4638,1.039,1.14,CALL,0.7638,,6
2026-07-13,US.FUTU,PUT,42.28,PUT 占比 71%; PUT 较基线 1.0x; 总量较基线 0.9x,1668,4085,5753,0.2899,0.7101,2.449,1.033,0.936,PUT,0.6304,,6
2026-07-13,US.BBAI,CALL,42.25,CALL 占比 71%; CALL 较基线 0.9x; 总量较基线 1.1x,21671,8774,30445,0.7118,0.2882,0.4049,0.905,1.09,CALL,0.8584,,6
2026-07-13,US.RDDT,CALL,41.95,CALL 占比 65%; CALL 较基线 1.1x; 总量较基线 1.2x,16692,9003,25695,0.6496,0.3504,0.5394,1.106,1.185,CALL,0.6795,,6
2026-07-13,US.IWM,PUT,41.8,PUT 占比 77%; PUT 较基线 0.8x; 总量较基线 0.7x,122397,419835,542232,0.2257,0.7743,3.4301,0.812,0.721,PUT,0.6991,,6
2026-07-13,US.CRWV,CALL,39.66,CALL 占比 68%; CALL 较基线 0.9x; 总量较基线 0.9x,72833,34679,107512,0.6774,0.3226,0.4761,0.899,0.895,CALL,0.6726,,6
2026-07-13,US.DUOL,CALL,39.48,CALL 占比 73%; CALL 较基线 0.7x; 总量较基线 0.7x,2898,1064,3962,0.7314,0.2686,0.3671,0.748,0.706,CALL,0.6683,,6
2026-07-13,US.MARA,CALL,39.41,CALL 占比 77%; CALL 较基线 0.6x; 总量较基线 0.6x,65241,19833,85074,0.7669,0.2331,0.304,0.63,0.616,CALL,0.7316,,6
2026-07-13,US.SNOW,CALL,39.34,CALL 占比 65%; CALL 较基线 0.9x; 总量较基线 1.0x,14622,7832,22454,0.6512,0.3488,0.5356,0.94,0.962,CALL,0.6796,,6
2026-07-13,US.CRWD,CALL,39.3,CALL 占比 55%; CALL 较基线 1.1x; 总量较基线 1.4x,26240,21270,47510,0.5523,0.4477,0.8106,1.133,1.358,CALL,0.6518,,6
2026-07-13,US.HOOD,CALL,39.16,CALL 占比 71%; CALL 较基线 0.7x; 总量较基线 0.8x,78982,31990,110972,0.7117,0.2883,0.405,0.718,0.824,CALL,0.8128,,6
2026-07-13,US.MRVL,CALL,39.16,CALL 占比 63%; CALL 较基线 0.9x; 总量较基线 1.1x,76530,44103,120633,0.6344,0.3656,0.5763,0.934,1.053,CALL,0.7076,,6
2026-07-13,US.ASML,PUT,38.57,PUT 占比 55%; PUT 较基线 1.5x; 总量较基线 0.8x,3507,4302,7809,0.4491,0.5509,1.2267,1.455,0.815,CALL,0.3385,,6
2026-07-13,US.BE,PUT,38.29,PUT 占比 62%; PUT 较基线 1.0x; 总量较基线 0.9x,31515,50975,82490,0.382,0.618,1.6175,1.006,0.921,PUT,0.514,,6
2026-07-13,US.NVDA,CALL,37.72,CALL 占比 68%; CALL 较基线 0.7x; 总量较基线 0.8x,786531,376858,1163389,0.6761,0.3239,0.4791,0.731,0.804,CALL,0.7439,,6
2026-07-13,US.DDOG,CALL,37.25,CALL 占比 71%; CALL 较基线 0.7x; 总量较基线 0.6x,5516,2292,7808,0.7065,0.2935,0.4155,0.679,0.594,CALL,0.6459,,6
2026-07-13,US.INTC,CALL,36.88,CALL 占比 69%; CALL 较基线 0.6x; 总量较基线 0.7x,196179,87548,283727,0.6914,0.3086,0.4463,0.632,0.694,CALL,0.7513,,6
2026-07-13,US.BABA,CALL,36.69,CALL 占比 72%; CALL 较基线 0.6x; 总量较基线 0.6x,59141,23139,82280,0.7188,0.2812,0.3913,0.559,0.578,CALL,0.7498,,6
2026-07-13,US.GOOGL,CALL,36.66,CALL 占比 72%; CALL 较基线 0.6x; 总量较基线 0.6x,69542,27692,97234,0.7152,0.2848,0.3982,0.552,0.607,CALL,0.7808,,6
2026-07-13,US.LITE,PUT,35.44,PUT 占比 51%; PUT 较基线 1.2x; 总量较基线 0.9x,5991,6190,12181,0.4918,0.5082,1.0332,1.18,0.946,CALL,0.4452,,6
2026-07-13,US.AVGO,CALL,34.79,CALL 占比 64%; CALL 较基线 0.6x; 总量较基线 0.7x,56432,31535,87967,0.6415,0.3585,0.5588,0.606,0.713,CALL,0.7458,,6
2026-07-13,US.NET,CALL,34.61,CALL 占比 57%; CALL 较基线 0.8x; 总量较基线 0.9x,8782,6526,15308,0.5737,0.4263,0.7431,0.789,0.892,CALL,0.6307,,6
2026-07-13,US.COIN,CALL,34.46,CALL 占比 57%; CALL 较基线 0.8x; 总量较基线 0.9x,32476,24586,57062,0.5691,0.4309,0.7571,0.819,0.858,CALL,0.579,,6
2026-07-13,US.QCOM,CALL,34.34,CALL 占比 60%; CALL 较基线 0.7x; 总量较基线 0.8x,27304,17923,45227,0.6037,0.3963,0.6564,0.704,0.759,CALL,0.6467,,6
2026-07-13,US.MDB,PUT,33.18,PUT 占比 54%; PUT 较基线 1.1x; 总量较基线 0.4x,3204,3769,6973,0.4595,0.5405,1.1763,1.129,0.421,CALL,0.2789,,6
2026-07-13,US.PANW,CALL,32.59,CALL 占比 64%; CALL 较基线 0.5x; 总量较基线 0.5x,7920,4465,12385,0.6395,0.3605,0.5638,0.493,0.512,CALL,0.6675,,6
2026-07-13,US.HPE,CALL,32.56,CALL 占比 60%; CALL 较基线 0.6x; 总量较基线 0.7x,9195,6260,15455,0.595,0.405,0.6808,0.57,0.701,CALL,0.7238,,6
2026-07-13,US.YINN,CALL,32.32,CALL 占比 62%; CALL 较基线 0.5x; 总量较基线 0.6x,1928,1162,3090,0.6239,0.3761,0.6027,0.502,0.558,CALL,0.677,,6
2026-07-13,US.UPST,CALL,32.26,CALL 占比 54%; CALL 较基线 0.7x; 总量较基线 0.9x,8544,7255,15799,0.5408,0.4592,0.8491,0.651,0.905,CALL,0.7278,,6
2026-07-13,US.VST,CALL,32.24,CALL 占比 57%; CALL 较基线 0.6x; 总量较基线 0.8x,14503,10823,25326,0.5727,0.4273,0.7463,0.55,0.822,CALL,0.7241,,6
2026-07-13,US.IGV,PUT,31.62,PUT 占比 61%; PUT 较基线 0.5x; 总量较基线 0.5x,14692,23024,37716,0.3895,0.6105,1.5671,0.516,0.512,PUT,0.5662,,6
2026-07-13,US.SMCI,CALL,31.54,CALL 占比 67%; CALL 较基线 0.3x; 总量较基线 0.4x,40332,20052,60384,0.6679,0.3321,0.4972,0.336,0.356,CALL,0.7305,,6
