snapshot_date,underlying,direction,score,reason,call_volume,put_volume,total_volume,call_share,put_share,put_call_ratio,direction_x_base,total_x_base,prior_direction,direction_share_base,reversal_bonus,history_days
2026-07-08,US.TSLA,CALL,32.04,CALL 占比 59%; CALL 较基线 0.6x; 总量较基线 0.6x,403115,279411,682526,0.5906,0.4094,0.6931,0.598,0.605,CALL,0.6038,,6
2026-07-08,US.CRWD,CALL,30.79,CALL 占比 52%; CALL 较基线 0.6x; 总量较基线 0.8x,13149,12080,25229,0.5212,0.4788,0.9187,0.612,0.84,CALL,0.7092,,6
2026-07-08,US.IBIT,CALL,29.91,CALL 占比 52%; CALL 较基线 0.7x; 总量较基线 0.5x,133004,121216,254220,0.5232,0.4768,0.9114,0.733,0.518,PUT,0.4276,,6
2026-07-08,US.IREN,CALL,29.85,CALL 占比 52%; CALL 较基线 0.7x; 总量较基线 0.6x,83443,77663,161106,0.5179,0.4821,0.9307,0.677,0.621,CALL,0.505,,6
2026-07-08,US.AAPL,CALL,29.72,CALL 占比 55%; CALL 较基线 0.5x; 总量较基线 0.6x,234164,194169,428333,0.5467,0.4533,0.8292,0.528,0.604,CALL,0.6449,,6
2026-07-08,US.COIN,CALL,29.34,CALL 占比 50%; CALL 较基线 0.6x; 总量较基线 0.7x,23640,23262,46902,0.504,0.496,0.984,0.649,0.664,CALL,0.5169,,6
2026-07-08,US.IGV,CALL,25.77,CALL 占比 52%; CALL 较基线 0.4x; 总量较基线 0.3x,15506,14441,29947,0.5178,0.4822,0.9313,0.438,0.259,PUT,0.3706,,6
2026-07-07,US.GEV,PUT,81.4,"PUT 占比 62%; PUT 较基线 4.4x; 总量较基线 1.8x; 方向反转 CALL->PUT, 占比提升 34%",6622,10711,17333,0.382,0.618,1.6175,4.444,1.818,CALL,0.2774,10.22,6
2026-07-07,US.GDS,PUT,80.72,PUT 占比 57%; PUT 较基线 6.3x; 总量较基线 3.0x,2842,3701,6543,0.4344,0.5656,1.3023,6.341,3.016,CALL,0.2376,,6
2026-07-07,US.META,CALL,79.32,CALL 占比 82%; CALL 较基线 3.6x; 总量较基线 2.9x,327738,69717,397455,0.8246,0.1754,0.2127,3.592,2.933,CALL,0.6931,,6
2026-07-07,US.NET,CALL,66.85,CALL 占比 73%; CALL 较基线 3.0x; 总量较基线 2.2x,18731,6963,25694,0.729,0.271,0.3717,3.044,2.224,CALL,0.5274,,6
2026-07-07,US.TWLO,CALL,56.88,CALL 占比 72%; CALL 较基线 2.1x; 总量较基线 2.0x,3877,1526,5403,0.7176,0.2824,0.3936,2.055,1.956,CALL,0.6762,,6
2026-07-07,US.FIG,CALL,55.67,CALL 占比 78%; CALL 较基线 1.7x; 总量较基线 1.8x,47653,13317,60970,0.7816,0.2184,0.2795,1.733,1.756,CALL,0.7813,,6
2026-07-07,US.FUTU,PUT,55.62,PUT 占比 73%; PUT 较基线 2.0x; 总量较基线 1.7x,2481,6624,9105,0.2725,0.7275,2.6699,2.017,1.731,PUT,0.6246,,6
2026-07-07,US.IBIT,CALL,55.39,"CALL 占比 75%; CALL 较基线 1.3x; 总量较基线 0.5x; 方向反转 PUT->CALL, 占比提升 41%",212401,72024,284425,0.7468,0.2532,0.3391,1.265,0.512,PUT,0.3357,12.33,6
2026-07-07,US.FOTO,PUT,54.11,PUT 占比 55%; PUT 较基线 2.7x; 总量较基线 1.7x,189,231,420,0.45,0.55,1.2222,2.728,1.713,CALL,0.3322,,6
2026-07-07,US.ORCL,CALL,53.48,CALL 占比 74%; CALL 较基线 1.9x; 总量较基线 1.4x,152833,52503,205336,0.7443,0.2557,0.3435,1.925,1.384,CALL,0.5331,,6
2026-07-07,US.NOW,CALL,53.35,CALL 占比 84%; CALL 较基线 1.5x; 总量较基线 1.3x,108343,21051,129394,0.8373,0.1627,0.1943,1.498,1.312,CALL,0.7501,,6
2026-07-07,US.MSFT,CALL,53.04,CALL 占比 85%; CALL 较基线 1.5x; 总量较基线 1.3x,316442,57135,373577,0.8471,0.1529,0.1806,1.451,1.258,CALL,0.7466,,6
2026-07-07,US.NVDA,CALL,50.28,CALL 占比 68%; CALL 较基线 1.7x; 总量较基线 1.6x,1300462,616116,1916578,0.6785,0.3215,0.4738,1.693,1.6,CALL,0.6492,,6
2026-07-07,US.TSLA,PUT,49.69,PUT 占比 53%; PUT 较基线 2.3x; 总量较基线 1.6x,752654,848910,1601564,0.4699,0.5301,1.1279,2.325,1.648,CALL,0.3883,,6
2026-07-07,US.PLTR,CALL,49.23,CALL 占比 75%; CALL 较基线 1.5x; 总量较基线 1.2x,283623,94029,377652,0.751,0.249,0.3315,1.516,1.176,CALL,0.6095,,6
2026-07-07,US.IBM,CALL,49.21,CALL 占比 83%; CALL 较基线 1.1x; 总量较基线 1.1x,58012,11961,69973,0.8291,0.1709,0.2062,1.147,1.145,CALL,0.8292,,6
2026-07-07,US.GOOGL,CALL,49.16,CALL 占比 79%; CALL 较基线 1.3x; 总量较基线 1.2x,170928,45058,215986,0.7914,0.2086,0.2636,1.279,1.213,CALL,0.7498,,6
2026-07-07,US.CRM,CALL,49.11,CALL 占比 76%; CALL 较基线 1.4x; 总量较基线 1.3x,43273,13554,56827,0.7615,0.2385,0.3132,1.373,1.277,CALL,0.7096,,6
2026-07-07,US.SNOW,CALL,48.71,CALL 占比 81%; CALL 较基线 1.3x; 总量较基线 1.0x,20407,4833,25240,0.8085,0.1915,0.2368,1.28,1.023,CALL,0.6521,,6
2026-07-07,US.TEAM,CALL,48.22,CALL 占比 84%; CALL 较基线 1.1x; 总量较基线 0.9x,6253,1150,7403,0.8447,0.1553,0.1839,1.139,0.886,CALL,0.6839,,6
2026-07-07,US.EUV,CALL,47.93,CALL 占比 82%; CALL 较基线 1.1x; 总量较基线 1.1x,1191,267,1458,0.8169,0.1831,0.2242,1.091,1.087,CALL,0.8093,,6
2026-07-07,US.DELL,CALL,46.88,CALL 占比 77%; CALL 较基线 1.2x; 总量较基线 1.2x,37331,11461,48792,0.7651,0.2349,0.307,1.162,1.164,CALL,0.6808,,6
2026-07-07,US.COHR,CALL,45.99,CALL 占比 60%; CALL 较基线 1.7x; 总量较基线 1.5x,10368,7019,17387,0.5963,0.4037,0.677,1.665,1.47,CALL,0.5279,,6
2026-07-07,US.MRVL,CALL,45.58,CALL 占比 69%; CALL 较基线 1.3x; 总量较基线 1.3x,97533,43454,140987,0.6918,0.3082,0.4455,1.293,1.261,CALL,0.6623,,6
2026-07-07,US.SOFI,CALL,45.56,CALL 占比 76%; CALL 较基线 1.1x; 总量较基线 1.1x,217791,68477,286268,0.7608,0.2392,0.3144,1.097,1.059,CALL,0.7319,,6
2026-07-07,US.BBAI,CALL,44.5,CALL 占比 81%; CALL 较基线 0.8x; 总量较基线 0.9x,22822,5196,28018,0.8145,0.1855,0.2277,0.841,0.864,CALL,0.8362,,6
2026-07-07,US.MDB,CALL,44.26,CALL 占比 75%; CALL 较基线 1.1x; 总量较基线 0.9x,9017,2971,11988,0.7522,0.2478,0.3295,1.08,0.922,CALL,0.5613,,6
2026-07-07,US.NOK,CALL,44.21,CALL 占比 83%; CALL 较基线 0.8x; 总量较基线 0.7x,139114,29151,168265,0.8268,0.1732,0.2095,0.832,0.747,CALL,0.7416,,6
2026-07-07,US.AMZN,CALL,44.06,CALL 占比 74%; CALL 较基线 1.0x; 总量较基线 1.0x,343144,122148,465292,0.7375,0.2625,0.356,1.039,1.042,CALL,0.7423,,6
2026-07-07,US.CRWD,CALL,43.45,CALL 占比 65%; CALL 较基线 1.2x; 总量较基线 1.3x,22091,12101,34192,0.6461,0.3539,0.5478,1.203,1.331,CALL,0.6737,,6
2026-07-07,US.OPEN,CALL,43.32,CALL 占比 82%; CALL 较基线 0.7x; 总量较基线 0.7x,60885,13011,73896,0.8239,0.1761,0.2137,0.734,0.75,CALL,0.836,,6
2026-07-07,US.AVGO,CALL,42.63,CALL 占比 70%; CALL 较基线 1.1x; 总量较基线 1.0x,73560,32163,105723,0.6958,0.3042,0.4372,1.079,1.028,CALL,0.6437,,6
2026-07-07,US.UVXY,CALL,42.57,CALL 占比 69%; CALL 较基线 1.0x; 总量较基线 1.2x,18031,8087,26118,0.6904,0.3096,0.4485,0.995,1.166,CALL,0.7921,,6
2026-07-07,US.HOOD,CALL,42.42,CALL 占比 78%; CALL 较基线 0.8x; 总量较基线 0.8x,88212,25403,113615,0.7764,0.2236,0.288,0.828,0.79,CALL,0.7481,,6
2026-07-07,US.DDOG,CALL,42.33,CALL 占比 72%; CALL 较基线 1.1x; 总量较基线 0.8x,8379,3201,11580,0.7236,0.2764,0.382,1.086,0.784,CALL,0.5355,,6
2026-07-07,US.APLD,CALL,42.28,CALL 占比 71%; CALL 较基线 1.0x; 总量较基线 1.0x,35125,14562,49687,0.7069,0.2931,0.4146,0.999,1.003,CALL,0.7016,,6
2026-07-07,US.SOUN,CALL,41.77,CALL 占比 72%; CALL 较基线 0.9x; 总量较基线 1.0x,31048,11993,43041,0.7214,0.2786,0.3863,0.869,0.994,CALL,0.8079,,6
2026-07-07,US.DUOL,CALL,41.56,CALL 占比 71%; CALL 较基线 0.9x; 总量较基线 1.0x,4295,1770,6065,0.7082,0.2918,0.4121,0.902,1.003,CALL,0.7736,,6
2026-07-07,US.MSTR,CALL,41.25,"CALL 占比 61%; CALL 较基线 0.9x; 总量较基线 0.5x; 方向反转 PUT->CALL, 占比提升 24%",105538,67893,173431,0.6085,0.3915,0.6433,0.863,0.486,PUT,0.3722,7.09,6
2026-07-07,US.BABA,CALL,41.15,CALL 占比 73%; CALL 较基线 1.0x; 总量较基线 0.7x,78762,29324,108086,0.7287,0.2713,0.3723,0.953,0.73,CALL,0.6013,,6
2026-07-07,US.GLW,PUT,40.96,PUT 占比 59%; PUT 较基线 1.6x; 总量较基线 0.8x,17071,24877,41948,0.407,0.593,1.4573,1.575,0.772,CALL,0.3016,,4
2026-07-07,US.INTC,CALL,40.56,CALL 占比 66%; CALL 较基线 0.9x; 总量较基线 1.1x,287517,148514,436031,0.6594,0.3406,0.5165,0.929,1.126,CALL,0.7986,,6
2026-07-07,US.IREN,CALL,40.52,CALL 占比 67%; CALL 较基线 1.1x; 总量较基线 0.7x,135785,66427,202212,0.6715,0.3285,0.4892,1.147,0.748,PUT,0.4594,,6
2026-07-07,US.DRAM,CALL,40.37,CALL 占比 67%; CALL 较基线 1.0x; 总量较基线 1.0x,151034,75821,226855,0.6658,0.3342,0.502,0.959,1.011,CALL,0.7104,,6
2026-07-07,US.ASML,CALL,40.25,CALL 占比 66%; CALL 较基线 1.0x; 总量较基线 1.0x,6166,3119,9285,0.6641,0.3359,0.5058,0.993,0.957,CALL,0.5936,,6
2026-07-07,US.BE,PUT,40.14,PUT 占比 58%; PUT 较基线 1.4x; 总量较基线 0.9x,27643,38501,66144,0.4179,0.5821,1.3928,1.434,0.897,CALL,0.3711,,3
2026-07-07,US.INTU,CALL,40.11,CALL 占比 62%; CALL 较基线 1.2x; 总量较基线 1.0x,5603,3418,9021,0.6211,0.3789,0.61,1.166,0.99,CALL,0.5403,,6
2026-07-07,US.RDDT,CALL,39.13,CALL 占比 72%; CALL 较基线 0.8x; 总量较基线 0.7x,12672,5017,17689,0.7164,0.2836,0.3959,0.758,0.735,CALL,0.6791,,6
2026-07-07,US.OKLO,CALL,38.95,CALL 占比 60%; CALL 较基线 1.1x; 总量较基线 1.1x,22012,14694,36706,0.5997,0.4003,0.6675,1.064,1.075,CALL,0.612,,6
2026-07-07,US.AMD,CALL,38.41,CALL 占比 59%; CALL 较基线 1.0x; 总量较基线 1.1x,117719,80650,198369,0.5934,0.4066,0.6851,1.026,1.077,CALL,0.6074,,6
2026-07-07,US.MARA,CALL,37.75,CALL 占比 66%; CALL 较基线 0.8x; 总量较基线 0.8x,76472,38866,115338,0.663,0.337,0.5082,0.776,0.837,CALL,0.7064,,6
2026-07-07,US.PANW,CALL,37.39,CALL 占比 73%; CALL 较基线 0.6x; 总量较基线 0.6x,9563,3591,13154,0.727,0.273,0.3755,0.624,0.554,CALL,0.6226,,6
2026-07-07,US.UPST,CALL,36.82,CALL 占比 72%; CALL 较基线 0.6x; 总量较基线 0.6x,8549,3379,11928,0.7167,0.2833,0.3953,0.553,0.621,CALL,0.7999,,6
2026-07-07,US.CRWV,CALL,36.64,CALL 占比 55%; CALL 较基线 1.0x; 总量较基线 1.2x,67844,55362,123206,0.5507,0.4493,0.816,0.957,1.161,CALL,0.6498,,6
2026-07-07,US.AAPL,CALL,36.09,CALL 占比 53%; CALL 较基线 1.0x; 总量较基线 1.2x,392826,345524,738350,0.532,0.468,0.8796,0.98,1.163,CALL,0.6328,,6
2026-07-07,US.SMCI,CALL,35.94,CALL 占比 72%; CALL 较基线 0.5x; 总量较基线 0.5x,61990,24032,86022,0.7206,0.2794,0.3877,0.531,0.478,CALL,0.6707,,6
2026-07-07,US.NBIS,CALL,35.56,CALL 占比 57%; CALL 较基线 1.0x; 总量较基线 0.8x,53383,40356,93739,0.5695,0.4305,0.756,1.006,0.79,PUT,0.4557,,6
2026-07-07,US.SAP,CALL,35.53,CALL 占比 77%; CALL 较基线 0.4x; 总量较基线 0.3x,1138,343,1481,0.7684,0.2316,0.3014,0.372,0.302,CALL,0.6485,,6
2026-07-07,US.GFS,CALL,35.3,CALL 占比 70%; CALL 较基线 0.5x; 总量较基线 0.6x,3780,1656,5436,0.6954,0.3046,0.4381,0.484,0.603,CALL,0.7495,,6
2026-07-07,US.TSM,PUT,34.23,PUT 占比 55%; PUT 较基线 0.9x; 总量较基线 0.8x,33749,40887,74636,0.4522,0.5478,1.2115,0.908,0.842,PUT,0.5049,,6
2026-07-07,US.YINN,CALL,34.09,CALL 占比 68%; CALL 较基线 0.5x; 总量较基线 0.5x,2166,1030,3196,0.6777,0.3223,0.4755,0.513,0.48,CALL,0.6265,,6
2026-07-07,US.CBRS,CALL,33.31,CALL 占比 71%; CALL 较基线 0.3x; 总量较基线 0.3x,14768,5914,20682,0.7141,0.2859,0.4005,0.349,0.326,CALL,0.7255,,6
2026-07-07,US.IWM,PUT,33.21,PUT 占比 68%; PUT 较基线 0.4x; 总量较基线 0.5x,131777,274691,406468,0.3242,0.6758,2.0845,0.43,0.457,PUT,0.7367,,6
2026-07-07,US.CRCL,CALL,31.72,CALL 占比 60%; CALL 较基线 0.6x; 总量较基线 0.5x,18429,12177,30606,0.6021,0.3979,0.6608,0.576,0.505,CALL,0.5682,,6
2026-07-07,US.HPE,CALL,31.32,CALL 占比 55%; CALL 较基线 0.6x; 总量较基线 0.8x,10148,8258,18406,0.5513,0.4487,0.8138,0.589,0.759,CALL,0.7096,,6
2026-07-07,US.IGV,PUT,30.3,PUT 占比 59%; PUT 较基线 0.4x; 总量较基线 0.5x,24028,34746,58774,0.4088,0.5912,1.4461,0.444,0.516,PUT,0.6071,,6
2026-07-07,US.QCOM,CALL,30.25,CALL 占比 64%; CALL 较基线 0.3x; 总量较基线 0.3x,23156,12911,36067,0.642,0.358,0.5576,0.315,0.341,CALL,0.6804,,6
2026-07-07,US.COIN,PUT,29.73,PUT 占比 51%; PUT 较基线 0.7x; 总量较基线 0.7x,26521,27894,54415,0.4874,0.5126,1.0518,0.665,0.652,CALL,0.4916,,6
2026-07-07,US.LITE,CALL,29.08,CALL 占比 51%; CALL 较基线 0.6x; 总量较基线 0.7x,5090,4912,10002,0.5089,0.4911,0.965,0.58,0.681,CALL,0.5859,,6
2026-07-07,US.VST,CALL,26.65,CALL 占比 52%; CALL 较基线 0.4x; 总量较基线 0.5x,4405,4064,8469,0.5201,0.4799,0.9226,0.377,0.472,CALL,0.644,,6
2026-07-06,US.CRWD,CALL,93.52,CALL 占比 71%; CALL 较基线 4.7x; 总量较基线 4.6x,50384,20096,70480,0.7149,0.2851,0.3989,4.695,4.561,CALL,0.6379,,6
2026-07-06,US.MDB,CALL,89.56,CALL 占比 85%; CALL 较基线 4.7x; 总量较基线 2.9x,24136,4227,28363,0.851,0.149,0.1751,4.743,2.929,CALL,0.5099,,6
2026-07-06,US.IREN,CALL,71.78,"CALL 占比 79%; CALL 较基线 2.7x; 总量较基线 1.3x; 方向反转 PUT->CALL, 占比提升 38%",243690,66219,309909,0.7863,0.2137,0.2717,2.676,1.254,PUT,0.4062,11.4,6
2026-07-06,US.SOUN,CALL,71.18,CALL 占比 86%; CALL 较基线 2.7x; 总量较基线 2.5x,73332,11999,85331,0.8594,0.1406,0.1636,2.708,2.524,CALL,0.7915,,6
2026-07-06,US.OPEN,CALL,65.41,CALL 占比 85%; CALL 较基线 2.3x; 总量较基线 2.2x,147954,25183,173137,0.8545,0.1455,0.1702,2.261,2.19,CALL,0.8201,,6
2026-07-06,US.DELL,CALL,63.48,CALL 占比 81%; CALL 较基线 2.3x; 总量较基线 2.1x,58338,13523,71861,0.8118,0.1882,0.2318,2.302,2.1,CALL,0.6598,,6
2026-07-06,US.DUOL,CALL,60.42,CALL 占比 85%; CALL 较基线 2.0x; 总量较基线 1.8x,7446,1307,8753,0.8507,0.1493,0.1755,1.972,1.77,CALL,0.7518,,6
2026-07-06,US.UVXY,CALL,59.05,CALL 占比 87%; CALL 较基线 1.8x; 总量较基线 1.6x,30218,4503,34721,0.8703,0.1297,0.149,1.799,1.64,CALL,0.7827,,6
2026-07-06,US.FIG,CALL,58.74,CALL 占比 87%; CALL 较基线 1.8x; 总量较基线 1.6x,43767,6661,50428,0.8679,0.1321,0.1522,1.805,1.597,CALL,0.764,,5
2026-07-06,US.RDDT,CALL,54.27,CALL 占比 79%; CALL 较基线 1.7x; 总量较基线 1.5x,28177,7447,35624,0.791,0.209,0.2643,1.726,1.47,CALL,0.6649,,6
2026-07-06,US.META,CALL,53.36,CALL 占比 85%; CALL 较基线 1.5x; 总量较基线 1.2x,133303,23758,157061,0.8487,0.1513,0.1782,1.548,1.171,CALL,0.6663,,6
2026-07-06,US.SOFI,CALL,52.19,CALL 占比 79%; CALL 较基线 1.5x; 总量较基线 1.4x,274694,72358,347052,0.7915,0.2085,0.2634,1.515,1.401,CALL,0.7346,,6
2026-07-06,US.INTC,CALL,52.15,CALL 占比 86%; CALL 较基线 1.3x; 总量较基线 1.2x,388589,61512,450101,0.8633,0.1367,0.1583,1.314,1.185,CALL,0.7803,,6
2026-07-06,US.ORCL,CALL,51.3,CALL 占比 77%; CALL 较基线 1.7x; 总量较基线 1.1x,121536,35680,157216,0.7731,0.2269,0.2936,1.701,1.128,CALL,0.5235,,6
2026-07-06,US.GDS,CALL,50.97,CALL 占比 99%; CALL 较基线 0.9x; 总量较基线 0.7x,1420,19,1439,0.9868,0.0132,0.0134,0.934,0.672,CALL,0.7315,,6
2026-07-06,US.MSTR,CALL,50.77,"CALL 占比 68%; CALL 较基线 1.2x; 总量较基线 0.6x; 方向反转 PUT->CALL, 占比提升 33%",156045,73339,229384,0.6803,0.3197,0.47,1.236,0.611,PUT,0.3469,10.0,6
2026-07-06,US.PLTR,CALL,50.02,CALL 占比 82%; CALL 较基线 1.4x; 总量较基线 1.0x,253779,55681,309460,0.8201,0.1799,0.2194,1.419,0.977,CALL,0.5932,,6
2026-07-06,US.AMD,CALL,49.85,CALL 占比 71%; CALL 较基线 1.6x; 总量较基线 1.4x,162407,66208,228615,0.7104,0.2896,0.4077,1.631,1.398,CALL,0.6029,,6
2026-07-06,US.HOOD,CALL,49.79,CALL 占比 85%; CALL 较基线 1.2x; 总量较基线 1.0x,133007,23136,156143,0.8518,0.1482,0.1739,1.186,1.038,CALL,0.7487,,6
2026-07-06,US.COIN,CALL,49.78,CALL 占比 75%; CALL 较基线 1.7x; 总量较基线 1.1x,65278,21783,87061,0.7498,0.2502,0.3337,1.68,1.058,PUT,0.4862,,6
2026-07-06,US.PANW,CALL,49.36,CALL 占比 67%; CALL 较基线 1.6x; 总量较基线 1.6x,22416,10963,33379,0.6716,0.3284,0.4891,1.631,1.575,CALL,0.6298,,6
2026-07-06,US.IBIT,CALL,48.36,"CALL 占比 62%; CALL 较基线 1.2x; 总量较基线 0.5x; 方向反转 PUT->CALL, 占比提升 34%",198209,119363,317572,0.6241,0.3759,0.6022,1.233,0.537,PUT,0.2805,10.31,6
2026-07-06,US.NOW,CALL,48.13,CALL 占比 84%; CALL 较基线 1.1x; 总量较基线 0.9x,79284,14683,93967,0.8437,0.1563,0.1852,1.1,0.93,CALL,0.7288,,6
2026-07-06,US.VST,CALL,47.84,CALL 占比 80%; CALL 较基线 1.2x; 总量较基线 1.1x,24099,6094,30193,0.7982,0.2018,0.2529,1.158,1.107,CALL,0.6632,,6
2026-07-06,US.AVGO,CALL,47.48,CALL 占比 79%; CALL 较基线 1.2x; 总量较基线 1.0x,86912,22782,109694,0.7923,0.2077,0.2621,1.203,1.027,CALL,0.6501,,6
2026-07-06,US.APLD,CALL,47.02,CALL 占比 78%; CALL 较基线 1.2x; 总量较基线 1.1x,41845,11935,53780,0.7781,0.2219,0.2852,1.177,1.08,CALL,0.7045,,6
2026-07-06,US.CRWV,CALL,46.84,CALL 占比 76%; CALL 较基线 1.2x; 总量较基线 1.1x,84699,26493,111192,0.7617,0.2383,0.3128,1.245,1.068,CALL,0.6361,,6
2026-07-06,US.GOOGL,CALL,46.63,CALL 占比 86%; CALL 较基线 0.9x; 总量较基线 0.8x,123361,20405,143766,0.8581,0.1419,0.1654,0.938,0.8,CALL,0.7266,,6
2026-07-06,US.DDOG,CALL,46.37,CALL 占比 84%; CALL 较基线 1.1x; 总量较基线 0.7x,8484,1594,10078,0.8418,0.1582,0.1879,1.095,0.657,CALL,0.5032,,6
2026-07-06,US.TWLO,CALL,45.75,CALL 占比 69%; CALL 较基线 1.3x; 总量较基线 1.3x,2555,1130,3685,0.6934,0.3066,0.4423,1.296,1.273,CALL,0.6747,,6
2026-07-06,US.IBM,CALL,45.43,CALL 占比 81%; CALL 较基线 0.9x; 总量较基线 0.9x,45609,10659,56268,0.8106,0.1894,0.2337,0.926,0.932,CALL,0.8157,,6
2026-07-06,US.BBAI,CALL,45.41,CALL 占比 85%; CALL 较基线 0.8x; 总量较基线 0.8x,23693,4204,27897,0.8493,0.1507,0.1774,0.83,0.799,CALL,0.8195,,6
2026-07-06,US.TSLA,CALL,45.14,CALL 占比 72%; CALL 较基线 1.2x; 总量较基线 1.1x,707047,274288,981335,0.7205,0.2795,0.3879,1.248,1.055,CALL,0.5976,,6
2026-07-06,US.YINN,CALL,44.67,CALL 占比 77%; CALL 较基线 1.1x; 总量较基线 0.8x,4499,1335,5834,0.7712,0.2288,0.2967,1.092,0.848,CALL,0.5883,,6
2026-07-06,US.DRAM,CALL,43.63,CALL 占比 75%; CALL 较基线 1.0x; 总量较基线 0.9x,159297,52793,212090,0.7511,0.2489,0.3314,1.01,0.918,CALL,0.6915,,6
2026-07-06,US.CRCL,CALL,43.06,CALL 占比 66%; CALL 较基线 1.3x; 总量较基线 1.1x,41172,21538,62710,0.6565,0.3435,0.5231,1.312,1.051,CALL,0.5682,,6
2026-07-06,US.CBRS,CALL,43.0,CALL 占比 84%; CALL 较基线 0.7x; 总量较基线 0.6x,28937,5394,34331,0.8429,0.1571,0.1864,0.734,0.567,CALL,0.692,,6
2026-07-06,US.EUV,CALL,42.79,CALL 占比 77%; CALL 较基线 0.8x; 总量较基线 0.9x,869,255,1124,0.7731,0.2269,0.2934,0.826,0.877,CALL,0.8178,,6
2026-07-06,US.UPST,CALL,42.73,CALL 占比 78%; CALL 较基线 0.8x; 总量较基线 0.8x,12160,3460,15620,0.7785,0.2215,0.2845,0.818,0.841,CALL,0.7913,,6
2026-07-06,US.GEV,CALL,41.96,CALL 占比 67%; CALL 较基线 1.0x; 总量较基线 1.2x,7399,3660,11059,0.669,0.331,0.4947,1.027,1.165,CALL,0.7326,,6
2026-07-06,US.BE,CALL,41.72,CALL 占比 54%; 暂无历史基线,25442,21418,46860,0.5429,0.4571,0.8418,,,,,,2
2026-07-06,US.MARA,CALL,40.65,CALL 占比 76%; CALL 较基线 0.7x; 总量较基线 0.7x,82280,25381,107661,0.7643,0.2357,0.3085,0.728,0.71,CALL,0.7271,,6
2026-07-06,US.AMZN,CALL,40.6,CALL 占比 77%; CALL 较基线 0.7x; 总量较基线 0.7x,240836,70515,311351,0.7735,0.2265,0.2928,0.701,0.676,CALL,0.7478,,6
2026-07-06,US.TEAM,CALL,40.54,CALL 占比 82%; CALL 较基线 0.6x; 总量较基线 0.5x,3449,780,4229,0.8156,0.1844,0.2262,0.627,0.484,CALL,0.6381,,6
2026-07-06,US.BABA,CALL,40.33,CALL 占比 78%; CALL 较基线 0.7x; 总量较基线 0.5x,61984,17545,79529,0.7794,0.2206,0.2831,0.749,0.526,CALL,0.5775,,6
2026-07-06,US.ASML,CALL,39.85,CALL 占比 72%; CALL 较基线 0.8x; 总量较基线 0.7x,4907,1874,6781,0.7236,0.2764,0.3819,0.825,0.718,CALL,0.5789,,6
2026-07-06,US.NVDA,CALL,39.78,CALL 占比 75%; CALL 较基线 0.7x; 总量较基线 0.6x,596626,199929,796555,0.749,0.251,0.3351,0.745,0.643,CALL,0.6502,,6
2026-07-06,US.MSFT,CALL,39.77,CALL 占比 79%; CALL 较基线 0.6x; 总量较基线 0.6x,143588,38727,182315,0.7876,0.2124,0.2697,0.607,0.567,CALL,0.7442,,6
2026-07-06,US.AAPL,CALL,39.45,CALL 占比 70%; CALL 较基线 0.9x; 总量较基线 0.8x,327761,140653,468414,0.6997,0.3003,0.4291,0.857,0.767,CALL,0.6266,,6
2026-07-06,US.CRM,CALL,39.25,CALL 占比 72%; CALL 较基线 0.8x; 总量较基线 0.7x,24778,9609,34387,0.7206,0.2794,0.3878,0.765,0.719,CALL,0.6818,,6
2026-07-06,US.OKLO,CALL,38.85,CALL 占比 67%; CALL 较基线 0.9x; 总量较基线 0.8x,19079,9247,28326,0.6736,0.3264,0.4847,0.887,0.802,CALL,0.6131,,6
2026-07-06,US.GLW,CALL,38.79,CALL 占比 70%; CALL 较基线 0.8x; 总量较基线 0.8x,31297,13391,44688,0.7003,0.2997,0.4279,0.765,0.777,CALL,0.6978,,3
2026-07-06,US.MRVL,CALL,38.7,CALL 占比 68%; CALL 较基线 0.8x; 总量较基线 0.8x,70801,33811,104612,0.6768,0.3232,0.4775,0.822,0.843,CALL,0.676,,6
2026-07-06,US.HPE,CALL,38.55,CALL 占比 67%; CALL 较基线 0.8x; 总量较基线 0.9x,15233,7660,22893,0.6654,0.3346,0.5029,0.83,0.882,CALL,0.7096,,6
2026-07-06,US.SMCI,CALL,37.65,CALL 占比 74%; CALL 较基线 0.6x; 总量较基线 0.5x,75381,25912,101293,0.7442,0.2558,0.3437,0.591,0.527,CALL,0.6796,,6
2026-07-06,US.FUTU,CALL,37.59,CALL 占比 52%; CALL 较基线 1.4x; 总量较基线 1.0x,2767,2552,5319,0.5202,0.4798,0.9223,1.358,0.987,PUT,0.3748,,6
2026-07-06,US.IGV,CALL,37.43,"CALL 占比 61%; CALL 较基线 0.5x; 总量较基线 0.3x; 方向反转 PUT->CALL, 占比提升 24%",23539,15280,38819,0.6064,0.3936,0.6491,0.54,0.293,PUT,0.3699,7.1,6
2026-07-06,US.NBIS,CALL,37.3,CALL 占比 51%; CALL 较基线 1.3x; 总量较基线 1.1x,64057,62324,126381,0.5069,0.4931,0.9729,1.295,1.111,PUT,0.4439,,6
2026-07-06,US.QCOM,CALL,36.9,CALL 占比 70%; CALL 较基线 0.6x; 总量较基线 0.7x,49666,21777,71443,0.6952,0.3048,0.4385,0.641,0.662,CALL,0.7096,,6
2026-07-06,US.NOK,CALL,36.24,CALL 占比 65%; CALL 较基线 0.7x; 总量较基线 0.8x,123938,67266,191204,0.6482,0.3518,0.5427,0.684,0.806,CALL,0.7649,,6
